id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta,posterior_omega_d,posterior_omega_a,fixed_lamgda
53b98f20fdf99b472f4700e4,0.585651162832877,4.30257672406784,1,0,1.30455996950437,0.708991534724088,4,0.088065775791544,0.609528398245449,0.0623240255394851,1
558fa9dffdf99b7ce2924662,0.651446315186105,1.37592675184458,1,0,0.71142839426998,7.9349680331417,4,0.126273887444932,0.220385673249246,0.186638425433537,1
5590a34cfdf99b729d4f69dc,0.563635829886762,0.509650787496036,1,0,0.702839246050144,14.912242259459,4,0.33570740673043,0.517321990644001,0.209513609536129,1
5596a991fdf99b2d1e834690,0.397108229130412,2.20757863933673,1,0,0.701469505680078,0.850431660090949,4,0.400890569635905,0.626633430691417,0.265089717298621,1
55bcd160fdf99b1c4e4ae632,0.551515218275828,4.28916495115744,1,0,1.32667870477103,1.20364932504969,4,0.0754621243819417,0.565912549797976,0.190350777405808,1
55cc7cfb74297e0005235c27,0.6161658218426,3.33492834860429,1,0,1.2150809230044,0.527987758666562,4,0.145090952267545,0.603964227642528,0.104515282698832,1
55eb04337480920010aa9e0d,0.590645178865355,3.94768991259626,1,0,1.61195011215442,1.7387383847534,4,0.0640006514652786,0.215598718746668,0.0548834245391329,1
562c2ff0733ea000111630df,0.555805885579749,6.17868151884648,1,0,1.00702335001376,0.314422677620104,4,0.0620030454681224,0.395941020558275,0.0617570281989581,1
562eb896733ea000051638c6,0.629220007432054,3.50185596897594,1,0,0.813855910084182,2.56081980855159,4,0.0791283993541725,0.264995135375472,0.142000819149633,1
5658000ca9872d0011e1ba26,0.608768789294436,2.99233282422443,1,0,1.1799020626548,0.263535062883421,4,0.123332655205825,0.445640650850086,0.207639895365388,1
565bff58c121fe0005fc390d,0.54068915037411,4.4292331324846,1,0,0.868237912919288,0.840350125397686,4,0.0998053912005051,0.580316925325303,0.455704182410533,1
56780a5a89319e0011644cb4,0.297997442216147,0.367458108028792,1,0,0.786872982510942,15.7304665899881,4,0.279325570660013,0.0288877847679093,0.221403364953966,1
567dd32b4f0ef30006dbb718,0.576027392575978,3.37909584190713,1,0,1.10727234573183,0.412215044009598,4,0.169398435965198,0.595088103367767,0.132461674339036,1
5685850c333cbd000d4e042f,0.55255265968937,4.79511773836523,1,0,1.22896968862085,1.08766768850518,4,0.0732426222623667,0.509008288037697,0.0630779670745422,1
568d0641b5a2c2000cb657d0,0.581773330826716,3.16552208907642,1,0,1.35513477684877,0.43663758272005,4,0.107360398896944,0.504125307055995,0.190640765735796,1
5694e7b5e0c800000b5a3841,0.534919324469733,6.8101496005369,1,0,1.39583261147536,0.484865057792802,4,0.0768359414060636,0.220308115503921,0.119065414275051,1
56b72c28f2fc70000c32fb37,0.642527296689148,2.86634438493835,1,0,1.6102046623739,0.413557741740378,4,0.0934181531044858,0.134452200392027,0.0623390032058871,1
56e225c2ec0fdd000641e72d,0.689366438662517,0.634700419782207,1,0,1.33562971597252,4.76379875202728,4,0.46077821134678,0.484184247791309,0.184798351259169,1
56e8bf5a870a8e000b4a8d6e,0.641086948329502,2.14118797854119,1,0,1.28261651723922,0.882557247690288,4,0.173602857677358,0.132292758272805,0.221278703254494,1
56ec9fa4f9ffc4000ac1941b,0.633344646781929,4.04348486029344,1,0,1.08218272639529,0.218381101449097,4,0.144933828984742,0.612626977059531,0.0927742673530508,1
56f9364e895094000c8f4967,0.248205643931448,1.05901436591703,1,0,2.88305906929939,6.12622769941084,4,0.0811491916158579,0.0920897357680659,0.2,1
570f018053cc8f000f8d4bbb,0.540077276287149,6.29880834788503,1,0,0.850426684344167,1.06789080296011,4,0.0542451844993473,0.34020312801907,0.193677442802664,1
5769a352f48c3b00016737f9,0.529538464043878,4.77127139199288,1,0,0.493932924086189,0.911240030376232,4,0.126698664902362,0.545014107736142,0.363580764857272,1
576ad50bc8a90000010d99c8,0.630196828006105,1.44935570376227,1,0,1.07600725469536,1.05149752852494,4,0.197718929496187,0.218552834838379,0.048125300548761,1
577599baca706f000190eb48,0.845371076185504,0.446483592221804,1,0,0.939794750969903,2.12765743193831,4,0.148222890226452,0.272603904734336,0.151372289033124,1
