id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d_win,posterior_eta_d_loss,posterior_eta_a,posterior_omega_d,posterior_omega_a,fixed_lamgda
53b98f20fdf99b472f4700e4,0.62735178090149,3.63059802816701,1,0,1.56905104889418,0.469638302300358,4,0.129374111212307,0.0538042699079237,0.150844138254128,0.567731872689941,0.0490267841696939,1
558fa9dffdf99b7ce2924662,0.684324242756605,0.869412024258593,1,0,0.621114325764793,6.44101864125858,4,0.500136806268181,0.172220710642147,0.480994244658372,0.182476900990041,0.170458984001414,1
5590a34cfdf99b729d4f69dc,0.551674795176298,0.415224695627053,1,0,0.756005073539547,14.1298862381526,4,0.596909059636674,0.394830476000515,0.47126437671068,0.52173647636546,0.214234761313785,1
5596a991fdf99b2d1e834690,0.395911723616928,2.49072935770342,1,0,0.611200705621597,1.00731304058414,4,0.30737399137327,0.363376487367743,0.520591794180103,0.600138229190137,0.293552889904893,1
55bcd160fdf99b1c4e4ae632,0.575872873201706,2.60482887997552,1,0,1.55724987195111,1.01352549257602,4,0.155398911468853,0.0786528265874807,0.159187761181533,0.520842021781826,0.119845565194174,1
55cc7cfb74297e0005235c27,0.615419066297545,3.24024454253038,1,0,1.22581397421401,1.10428583304673,4,0.109448518170876,0.187865106083074,0.169953234318069,0.588466306399698,0.11880258627356,1
55eb04337480920010aa9e0d,0.637847826641636,2.4995087180055,1,0,1.58923692550042,1.61444860810188,4,0.12800438093193,0.0751723581971873,0.116485127135429,0.271520939000901,0.0481424589110997,1
562c2ff0733ea000111630df,0.600040213055498,4.64799325995438,1,0,0.987571676132221,0.248605603347746,4,0.108449800978349,0.0547281767641048,0.0871117703039943,0.531424073070767,0.0331910616597335,1
562eb896733ea000051638c6,0.768096162812254,1.77416113758292,1,0,0.968057456006693,1.7483936742268,4,0.371899530364515,0.100929468905941,0.100992528228535,0.0949729764865853,0.0623848677393141,1
5658000ca9872d0011e1ba26,0.594570125773772,2.994747118751,1,0,1.2007538200463,0.334429400744774,4,0.111938381489361,0.162260563809057,0.148003989351561,0.354950127095227,0.297303216936004,1
565bff58c121fe0005fc390d,0.537427289469015,4.40308143724581,1,0,0.927532195225202,1.19769025247991,4,0.0751455391484784,0.0999369892152431,0.13927598682467,0.501011274270495,0.439133215809036,1
56780a5a89319e0011644cb4,0.568171963843739,0.556611846604931,1,0,1.57264337464034,9.8481302082328,4,0.699256364430175,0.132498476693226,0.213196198245975,0.100204822757843,0.20295220572719,1
567dd32b4f0ef30006dbb718,0.580093188988427,3.22438909729741,1,0,1.11400845804639,0.44826072040971,4,0.1702278043605,0.155177428780845,0.215510851683657,0.595125169509321,0.143755376906818,1
5685850c333cbd000d4e042f,0.561733396531294,3.85727915904039,1,0,1.23607401405408,0.983760839372336,4,0.100275480262612,0.057621936689858,0.141474822363829,0.52357949543049,0.0869121251066163,1
568d0641b5a2c2000cb657d0,0.599092511230547,2.78506751969613,1,0,1.32523072217807,0.402739225970124,4,0.12639455658779,0.101894302478148,0.150415798515032,0.481583458853186,0.186775051738505,1
5694e7b5e0c800000b5a3841,0.552476560294877,5.17919587477024,1,0,1.34952729878791,0.427618069048732,4,0.104625076122357,0.0729979137541529,0.128525594089931,0.366493868983136,0.097124618249505,1
56b72c28f2fc70000c32fb37,0.708157890476956,2.41036071536087,1,0,1.53752118132563,0.374678828800799,4,0.134002782851367,0.0874040219752885,0.114779874110119,0.276384915286811,0.0683193214975396,1
56e225c2ec0fdd000641e72d,0.696645314066859,0.638291902093944,1,0,1.32942274058251,4.25504260013452,4,0.521415684324385,0.453963782203531,0.494518618143141,0.483705313910584,0.184900168655715,1
56e8bf5a870a8e000b4a8d6e,0.702302462071286,1.80959657072031,1,0,1.23862279387606,0.408515987822719,4,0.378405077224006,0.21325629172266,0.173858833943248,0.322331902149003,0.236816344789554,1
56ec9fa4f9ffc4000ac1941b,0.634363876649905,3.76898854453174,1,0,1.13274875841314,0.32831178884043,4,0.12035379218934,0.186548821653934,0.178617099304444,0.522447464338242,0.0865062368248447,1
56f9364e895094000c8f4967,0.279241073905456,0.936246246719552,1,0,0.773527137753078,6.10062987160735,4,0.720332492988023,0.134274296237567,0.5,0.0553108505528698,0.2,1
570f018053cc8f000f8d4bbb,0.538930851068583,5.45184065625778,1,0,0.951562223691059,1.5400795086163,4,0.0433114768908456,0.0523563424285615,0.113976800293628,0.262916488459182,0.228676396391927,1
5769a352f48c3b00016737f9,0.5437309597302,3.58296963604111,1,0,0.993663440605901,1.6134215064885,4,0.120947288649173,0.0593537251464809,0.389110574099761,0.552901631665289,0.19969564551779,1
576ad50bc8a90000010d99c8,0.684949776600714,1.31845028798777,1,0,0.952751162686885,0.760313403184002,4,0.302727345695647,0.197758635312691,0.29533524984719,0.243175518278919,0.0480238314982124,1
577599baca706f000190eb48,0.88840235309288,0.347242589496013,1,0,1.04681106918108,1.66846364315922,4,0.314291552159108,0.420262534307956,0.260270722591822,0.229973188750262,0.152812996169144,1
57ad04adddc11d00015bb1c3,0.553480332122694,3.19531227704373,1,0,1.35558261466652,1.20760750774959,4,0.0535879314091619,0.0209188306829272,0.167868461754955,0.590042861084011,0.37417163948664,1
57b771677bcf1a00013f2ba8,0.672521140723856,2.79189087436509,1,0,0.935240165224033,0.394121077603309,4,0.105935526708566,0.172203653947266,0.143948095364604,0.372458226509487,0.0524097950697505,1
57d0a0bee3221e00015fe385,0.459030195193988,0.752464966961616,1,0,1.36875636005087,7.35540000376374,4,0.561218772448606,0.10061938946494,0.471372288331737,0.519212730300665,0.210471848865239,1
581649f0b434f0000184d2a9,0.710126429400211,1.49991681889908,1,0,2.01904212786024,0.589096005906736,4,0.182651192353246,0.159451436361011,0.207294500451809,0.435602677914068,0.0216517007763351,1
586371807fbbcd00013972ad,0.667723697203407,2.99975822079388,1,0,0.748704182222605,0.310378852733543,4,0.0257457364758687,0.636448122184869,0.15398709028467,0.0705129663449401,0.038236337006718,1
587418895c17910001ea4e75,0.52332293512988,4.44726090541636,1,0,0.953365616881893,0.417988523306826,4,0.112831007075858,0.151530079182951,0.150396369721551,0.579397663767645,0.532088480822259,1
58935d5d4d77be0001689f14,0.485033192051105,1.50974946570382,1,0,1.31592447680803,3.84768671576874,4,0.126346376169827,0.0276776252930173,0.412290486170558,0.451915336511425,0.166882129643289,1
58a5d6527cf56d0001f92567,0.586730323486663,2.13257808780639,1,0,1.61893482112814,1.06737316551725,4,0.132118764562865,0.0547244602351436,0.148960666022566,0.395814993374221,0.108429767471545,1
58acbfacea3d11000170e99a,0.587946425435149,2.09375257786314,1,0,1.03965797032669,0.728413956079347,4,0.108980913038944,0.117580085084389,0.139132659309503,0.601467132482252,0.326452816028188,1
58b0d5e700de9e0001863385,0.582652397752025,3.92041325382582,1,0,1.11901351563038,0.315466470083381,4,0.026537588349602,0.309603399545233,0.108684089725818,0.781222071377929,0.0154044087905735,1
58d2cb10f5899100018a05b8,0.570507802249006,2.71735734644387,1,0,1.7374553593889,4.74446380444935,4,0.134989039389852,0.117707417637168,0.239871162185005,0.471340152439367,0.364088652956429,1
58f90ebc3f4fef000199e2fd,0.556308263926827,5.3209101257641,1,0,1.16767345407262,0.300648989419535,4,0.140170185864029,0.130854968670175,0.114015511270276,0.677809211497112,0.206474976932382,1
598fba148380cc00012a3ce7,0.497318862044837,1.18337190482083,1,0,1.76593830505128,1.18783434812308,4,0.342301318766652,0.182326770669419,0.291220723846946,0.728281010142673,0.0810705975668327,1
59948cbdcf1d1700016efa45,0.6680437623908,2.61351123263664,1,0,1.21583793097949,0.591615535296064,4,0.29943520012014,0.116867413949362,0.331024421881164,0.594346893416941,0.176769664970096,1
59ae8d282a78fd00010b80e7,0.548654824374129,3.29118085020228,1,0,1.29814568556345,1.3806334249135,4,0.0807621859554582,0.039531608304319,0.138248951116565,0.430879396111581,0.232735547360503,1
59c0782e5364260001dc4740,0.253375528797605,0.649470758400489,1,0,0.997196266911054,7.838482498091,4,0.766886708907946,0.379316363887733,0.501890941386006,0.380595888853848,0.196987649529869,1
59dc458f77860e000151240e,0.607040018310175,2.08561037729368,1,0,1.73565026814042,1.697464455937,4,0.10528770274363,0.130545071833104,0.154131560432176,0.557102806837085,0.0376340550428889,1
59f22a9fd6380600018b2929,0.67389120789451,0.547996835338154,1,0,1.37914886188031,13.2649515823663,4,0.490316515715913,0.348613821754665,0.455260461465237,0.483388233105021,0.247850960710392,1
5a348ea750833c0001ee9550,0.534889800685206,3.26156588475958,1,0,1.16545256161672,0.330437817049634,4,0.115431424496444,0.070114420508058,0.10348335930744,0.366232955617739,0.21476608491608,1
5a443812817d1800018d1179,0.609986757861677,2.82759311746484,1,0,0.956366973267067,0.240896088299063,4,0.0528794153018212,0.111290472699704,0.0807461104818172,0.203548836959448,0.133855789382694,1
5a5ec79cacc75b00017aa095,0.575045984474068,2.95757792405319,1,0,1.79102653726386,0.940026608450526,4,0.152565329531848,0.0395597580793255,0.118797947665732,0.695635764236421,0.124194743527933,1
5a6eac90d5d4cb0001d6815a,0.59723761952714,1.86254813235798,1,0,1.97332943649901,1.1361724372751,4,0.110764221942478,0.0566195605991367,0.15723804681776,0.454787059289171,0.0670727306331952,1
5a95a63e4eecca0001dd4cfa,0.561134927267111,2.61599925563907,1,0,1.55259663047641,2.3470539882358,4,0.0698181793268584,0.0594360133468054,0.113273201909774,0.541139649685522,0.273675472940694,1
5a973481f05361000171dd86,0.539912574962647,3.81853467062943,1,0,1.19123743374812,0.328142257911786,4,0.0841656596561112,0.0453841803433453,0.110461888849257,0.624711516672105,0.609563704858541,1
5ac53209fa3b4e0001736f22,0.781879487662605,0.83829193584664,1,0,0.691926324227887,6.13041652941297,4,0.601505831644031,0.233295536507823,0.522310243548213,0.0883049265594622,0.111927876068544,1
5afa19a4f856320001cf920f,0.363429606062982,0.93385204646527,1,0,2.21299351258103,5.94878997814226,4,0.620680062404835,0.0882746553608392,0.5,0.428957971531731,0.2,1
5b23d0784fb0d40001e95407,0.568682288192297,1.7559759242797,1,0,1.02534269846958,3.68102812651276,4,0.215148417914106,0.0342970555061058,0.383101411994701,0.597360033851595,0.281669210711334,1
5b78542ef642ed0001517ca0,0.639811520702765,2.96604335734719,1,0,1.88349395428217,0.377386505849264,4,0.209486566848612,0.235741056841013,0.213812012833568,0.495918227022105,0.26093604214252,1
5b824fb6cc06660001a302d4,0.631976614845768,1.25447813863409,1,0,1.73201686321406,0.532999158469889,4,0.115221252100511,0.220775664401461,0.149031486764249,0.161883109239009,0.0808372264803534,1
