id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d,posterior_eta_a_win,posterior_eta_a_loss,posterior_omega_d,posterior_omega_a,fixed_lamgda
53b98f20fdf99b472f4700e4,0.612428735130342,3.01276204149792,1,0,1.54586121491626,1.80598997060135,4,0.0845593115614567,0.192817860706012,0.143396788033634,0.551986563293219,0.0935154705409423,1
558fa9dffdf99b7ce2924662,0.665926287105946,1.007759380737,1,0,0.758595166485341,11.3535997155646,4,0.130853211448589,0.385896769152161,0.330234658235459,0.219186272406239,0.228392365690165,1
5590a34cfdf99b729d4f69dc,0.564104068665112,0.495277023312477,1,0,0.699551410106758,15.2280161265025,4,0.342946619831581,0.376744843871474,0.526627532517447,0.514309319079103,0.206021463110844,1
5596a991fdf99b2d1e834690,0.435080024696771,2.19167494705782,1,0,0.746473015406474,1.80270414981029,4,0.321037614476241,0.7364405350712,0.224327044986073,0.604275369824419,0.340368480361306,1
55bcd160fdf99b1c4e4ae632,0.582161010678709,2.2425068516262,1,0,1.10234918244404,3.79935117437612,4,0.106487807101236,0.466391365651226,0.0816071041803374,0.454326159808934,0.470702074517416,1
55cc7cfb74297e0005235c27,0.62117162904888,2.88742011315581,1,0,1.12864791198594,1.07963979654837,4,0.138814593253403,0.270201663162988,0.172597675133913,0.568562627611381,0.124220130096256,1
55eb04337480920010aa9e0d,0.625858417424481,2.59114399055882,1,0,1.51357149704251,3.58132664950435,4,0.0799903149815984,0.176939730893086,0.0898594532649594,0.214732550182831,0.0941937127140824,1
562c2ff0733ea000111630df,0.561052144561979,2.79662203148451,1,0,1.00651611305982,1.52030424936371,4,0.105827661068567,0.416506557205133,0.0950042711863268,0.436703319186136,0.620983793478189,1
562eb896733ea000051638c6,0.652635799345698,1.71860773619564,1,0,0.902492029972314,6.30559779280406,4,0.133275257218506,0.668455263239644,0.0784928195073577,0.25579594412526,0.456869363787437,1
5658000ca9872d0011e1ba26,0.607011722000611,2.32455490527453,1,0,1.13049777170992,0.442518305635675,4,0.187319328446789,0.335974602649593,0.136385105092037,0.376350569814809,0.357210885830192,1
565bff58c121fe0005fc390d,0.54697868787728,2.65262784680573,1,0,1.08954892605913,2.79985802216648,4,0.098729126068412,0.476874589910899,0.103103714811643,0.433330368402153,0.54501775627628,1
56780a5a89319e0011644cb4,0.263818161147531,0.35832875608016,1,0,0.788409064266695,15.2468899768096,4,0.303144354198132,0.382141010858028,0.450402180866373,0.0277401632254152,0.232388552791436,1
567dd32b4f0ef30006dbb718,0.567129326597578,2.82438425643576,1,0,1.05736850723647,1.23120737759673,4,0.179300896980994,0.454690746679184,0.183624250572547,0.551489104232206,0.167270170666351,1
5685850c333cbd000d4e042f,0.562522949795961,3.01935430303741,1,0,1.24509214576074,2.58427408905403,4,0.0730238024549774,0.305953646633272,0.138563143456517,0.413324211765317,0.284693940993762,1
568d0641b5a2c2000cb657d0,0.585780798026163,2.02165679085825,1,0,1.32484556779113,1.47984604289154,4,0.153821617980517,0.445255058796059,0.126218438537883,0.431435890962154,0.341162446683563,1
5694e7b5e0c800000b5a3841,0.552775119602031,4.47734322914559,1,0,1.18027312876632,2.0693860567388,4,0.088470453665549,0.37627885872986,0.130968926395678,0.221787452692978,0.403635321227662,1
56b72c28f2fc70000c32fb37,0.608751478604719,1.9419037619208,1,0,1.35181156636872,1.2157437359031,4,0.143660119410889,0.48946876460609,0.117539004395757,0.251275302224421,0.460303761587793,1
56e225c2ec0fdd000641e72d,0.661188122651868,0.635448532107136,1,0,1.41395529631648,5.3252437228726,4,0.440314142032351,0.621333128578536,0.365631246647829,0.510075113767538,0.223421221730071,1
56e8bf5a870a8e000b4a8d6e,0.660377827719568,1.54898787620148,1,0,1.18198424145066,1.95645590287347,4,0.268064812184817,0.387213337200147,0.14463309621769,0.241265822068354,0.313456019827177,1
