id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d_win,posterior_eta_d_loss,posterior_eta_a_win,posterior_eta_a_loss,posterior_omega_d,posterior_omega_a,fixed_lamgda
53b98f20fdf99b472f4700e4,0.626175885871669,2.98422221384401,1,0,1.52931755462526,0.58492196967748,4,0.197718916513625,0.0645960629976791,0.275278898835553,0.158112504223293,0.51721283065683,0.0846339117926729,1
558fa9dffdf99b7ce2924662,0.681864722250906,0.881762746195628,1,0,0.594991885182529,6.4176232535252,4,0.505046380080666,0.172151594905795,0.575382147788882,0.393337392251697,0.177941500561,0.178183345526309,1
5590a34cfdf99b729d4f69dc,0.553460194996842,0.41932079480579,1,0,0.755859908635358,13.9536809306082,4,0.595603943002753,0.394875318548893,0.422585928769388,0.54189806935228,0.520637264589564,0.20421056400234,1
5596a991fdf99b2d1e834690,0.455105531681911,2.33558666162471,1,0,0.711839660626882,2.3791437394724,4,0.239119240818093,0.30117341994808,0.711156757174232,0.210031107924196,0.588943888497521,0.343603813664583,1
55bcd160fdf99b1c4e4ae632,0.565607453564988,2.05226830123644,1,0,1.2820161129074,1.72238947894645,4,0.244802414620558,0.107873797024876,0.563373414486355,0.0969673840293002,0.536092738107882,0.43480698073463,1
55cc7cfb74297e0005235c27,0.617262495568088,2.85750621812026,1,0,1.16703775022093,1.48325005286503,4,0.121754445690038,0.197271934641273,0.252923509540904,0.172731091774696,0.600850218892447,0.12429390644058,1
55eb04337480920010aa9e0d,0.656764965447052,1.53502467734645,1,0,1.6928515918359,2.20735085779342,4,0.275520833639494,0.0899624405113136,0.452263904266742,0.119894723663337,0.263044945563637,0.1057777969819,1
562c2ff0733ea000111630df,0.56762530257585,2.88409453960875,1,0,0.978665802982449,0.625772924847117,4,0.193964280764958,0.0865513966194932,0.486392497403893,0.105473135288814,0.485673028333976,0.594254844935506,1
562eb896733ea000051638c6,0.636487430471795,2.55828337505538,1,0,0.909772249484317,0.87173755451258,4,0.504844712180215,0.135877146634461,0.745842662309879,0.0891636989079962,0.062328648235958,0.328138398095828,1
5658000ca9872d0011e1ba26,0.606685205509262,2.29118609284976,1,0,1.14457192747316,0.432730569725626,4,0.19903224176334,0.207082815488584,0.345512970920688,0.139723013921101,0.384137090052247,0.358602970413652,1
565bff58c121fe0005fc390d,0.544387838311369,2.65534063766115,1,0,1.07135514943288,2.99288433492599,4,0.0988540186183179,0.124475570665932,0.475553393382214,0.106131670265199,0.443735913654043,0.551916212945301,1
