id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d,posterior_eta_a_win,posterior_eta_a_loss,posterior_omega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.911238077333624,1.78550258147925,1,0,0.938538590364546,5.89711333721066,4,0.0637683454139254,0.453031383457063,0.146421475041792,0.495918329434316,1
558fa9dffdf99b7ce2924662,0.726302300994529,0.324114243492124,1,0,0.875400710959577,19.4525962987436,4,0.320452336760783,0.427575060862378,0.508971422037099,0.166895780985975,1
5590a34cfdf99b729d4f69dc,0.800784888010414,0.182124725395618,1,0,0.668736904503734,24.3290897901448,4,0.686884029766007,0.36983230584985,0.603136535250349,0.278001307917622,1
5596a991fdf99b2d1e834690,0.422529496044112,1.46457914638348,1,0,0.878620815334482,4.62477658922721,4,0.266178614214477,0.746354650175193,0.208869963917553,0.576373844421904,1
55bcd160fdf99b1c4e4ae632,0.894483792774727,1.0756852136157,1,0,1.18923420664824,8.70476513206205,4,0.125625304611393,0.553639877845932,0.140239562959402,0.611327950021062,1
55cc7cfb74297e0005235c27,0.74261138560218,2.64331305815315,1,0,1.18172243024888,4.20073884236066,4,0.0471052772554585,0.307281992826689,0.0835991242417523,0.25789505592212,1
55eb04337480920010aa9e0d,0.898812620375191,0.930286846011347,1,0,1.134393652797,8.75050908350299,4,0.102705429020305,0.611390080552494,0.138082903127875,0.168518826852986,1
562c2ff0733ea000111630df,0.913532613004317,1.79477448804378,1,0,1.27681071580143,6.77511596175411,4,0.0872580312889993,0.401454191543992,0.103892790654072,0.647378279843994,1
562eb896733ea000051638c6,0.939523474813528,1.01960054319059,1,0,0.942327167481414,8.08676207787637,4,0.223311471060592,0.475358443483463,0.125007864753006,0.332081811379834,1
5658000ca9872d0011e1ba26,0.74283178023705,2.19883541667924,1,0,1.31689834150568,3.95002828991618,4,0.0760146553989955,0.371981239416735,0.0576953732610405,0.334861502289524,1
565bff58c121fe0005fc390d,0.736078801073102,1.84044814998188,1,0,1.00078758356162,5.59239865921338,4,0.0943864129482659,0.484687578845496,0.10919391262879,0.571529410338367,1
56780a5a89319e0011644cb4,0.738374885225012,0.211980091816531,1,0,0.486950721822697,35.4380380896455,4,0.352297054635738,0.412008443896561,0.350079796654534,0.264628833529628,1
567dd32b4f0ef30006dbb718,0.802083805183775,1.39856985621081,1,0,1.62914278491359,6.89316861547417,4,0.0714727924878866,0.641976303317224,0.145375599850031,0.363607982966258,1
5685850c333cbd000d4e042f,0.853101396615489,1.5515614823302,1,0,1.29608680664648,7.72665801106343,4,0.0650111936953009,0.419106679282737,0.17501551926759,0.427230464954286,1
568d0641b5a2c2000cb657d0,0.8776346019468,1.13728728071926,1,0,1.65034877885516,8.0600095022666,4,0.0609120938481525,0.572874441360906,0.112971084398157,0.278082487602604,1
5694e7b5e0c800000b5a3841,0.782005897954405,2.560078353824,1,0,1.21701764412748,6.34607637812087,4,0.0719245396378146,0.496315974584514,0.151192546738151,0.401635411116286,1
56b72c28f2fc70000c32fb37,0.918287066299492,1.39288459654548,1,0,1.48296939734366,6.26957951899492,4,0.0775674092113138,0.52478173639273,0.0912915121215965,0.379851854268705,1
56e225c2ec0fdd000641e72d,0.856910399938816,0.531298443874441,1,0,1.14330112815042,5.96766262740931,4,0.492584269898845,0.758834425420738,0.349137364781318,0.384700177271073,1
56e8bf5a870a8e000b4a8d6e,0.918999583279049,0.957518601376421,1,0,1.19215446357464,6.2634309644476,4,0.226761401183991,0.511301485205139,0.121608032715682,0.144766922291941,1
56ec9fa4f9ffc4000ac1941b,0.824775285129864,2.95806770484776,1,0,1.25323921474351,3.77685933670137,4,0.0718612139807118,0.456457773708358,0.0898008796898547,0.517810979922745,1
56f9364e895094000c8f4967,0.273912502755368,0.245221794938751,1,0,1.30123368689962,37.3252287453013,4,0.214102871399447,0.5,0.5,0.0857941619299148,1
570f018053cc8f000f8d4bbb,0.760843030911504,1.29115829121387,1,0,0.82749795133275,7.27485559369191,4,0.0923267034288177,0.568714464103788,0.14556941956528,0.377900207603124,1
5769a352f48c3b00016737f9,0.847995742330514,1.76038723119396,1,0,1.17058843804963,7.57939357474305,4,0.0646248212784387,0.54039884841495,0.374289190693096,0.415441187007993,1
576ad50bc8a90000010d99c8,0.791759117693939,0.945977530409368,1,0,1.19549327019185,5.52210229370725,4,0.0783473631375646,0.420284460490631,0.173947021792869,0.0929816133470428,1
577599baca706f000190eb48,0.811330402772474,0.506066982594651,1,0,0.626302414753985,4.64627468517154,4,0.0778823662174362,0.638917648171605,0.105680824537267,0.0329018699098647,1
57ad04adddc11d00015bb1c3,0.908774492545188,1.09589143119692,1,0,0.891241765167267,8.95594794612888,4,0.0460756109017622,0.552241817417694,0.206997940058438,0.501367823620225,1
57b771677bcf1a00013f2ba8,0.856154849226497,2.61927401261294,1,0,1.15728218578855,3.99011853287049,4,0.0592479897948365,0.257970246811115,0.0681902880506065,0.413688097445921,1
57d0a0bee3221e00015fe385,0.755213604840031,0.310554835624329,1,0,0.540530842130956,31.4802360859175,4,0.27037360850199,0.559236694697678,0.305720872203442,0.42524196187948,1
581649f0b434f0000184d2a9,0.834373797306973,1.95225096722151,1,0,1.24191262338275,3.95734285848413,4,0.0776638586907133,0.385599365383704,0.0957686935698431,0.322661422453663,1
586371807fbbcd00013972ad,0.891335373841518,2.61515977744717,1,0,0.881459768244965,4.42945825814234,4,0.0354919774885449,0.226596545347298,0.0477679823896389,0.610908217846769,1
587418895c17910001ea4e75,0.769974819323123,2.32802479176592,1,0,0.878555322706632,4.0288540863371,4,0.110771192178157,0.494828635963832,0.0811534583725156,0.746871141833085,1
58935d5d4d77be0001689f14,0.600329483705254,0.596643120397443,1,0,0.729653295199454,17.7919470947936,4,0.053082819262351,0.524196419781652,0.370732626505754,0.137584115704048,1
58a5d6527cf56d0001f92567,0.897702378038567,0.664759984717418,1,0,0.950812251056059,11.1069462362988,4,0.109818722127439,0.716338359310383,0.179133939662018,0.395741804281474,1
58acbfacea3d11000170e99a,0.854997208216228,0.748693470437996,1,0,1.35436604291723,7.58620130249153,4,0.084458972553763,0.609834238078988,0.0757565233263581,0.609452663649033,1
58b0d5e700de9e0001863385,0.81060359753544,2.07474133837113,1,0,1.24374381452332,4.93461862229513,4,0.0348253174278937,0.567580272228147,0.0654439845277755,0.624569723849079,1
58d2cb10f5899100018a05b8,0.675192923372481,1.05651634473206,1,0,1.24143494792655,9.75903941177478,4,0.204219152058426,0.463672316305117,0.263045603800051,0.309295291729705,1
58f90ebc3f4fef000199e2fd,0.772236571902399,2.67472272112683,1,0,0.978751296299199,4.66669484902264,4,0.149237415909522,0.531620595305572,0.109575415252029,0.625092204396083,1
598fba148380cc00012a3ce7,0.745384646636531,0.36662390429916,1,0,0.987362064663114,13.3124638328524,4,0.302479307178259,0.718962553398396,0.140682125924041,0.600151725126645,1
59948cbdcf1d1700016efa45,0.911463165186668,1.12979605710975,1,0,1.82994317403244,8.41705641397068,4,0.167165439682955,0.640213016059162,0.277227856783408,0.599375482380798,1
59ae8d282a78fd00010b80e7,0.885788627689307,1.18101241172655,1,0,0.761834831983042,8.54529609012432,4,0.073236488308522,0.472228745654119,0.184238378395797,0.455011922432412,1
59c0782e5364260001dc4740,0.301715183082601,0.224879732032483,1,0,0.646603719253698,26.4125978680977,4,0.538334524715347,0.5,0.504395808288739,0.150905464958271,1
59dc458f77860e000151240e,0.856247989757726,1.35973657507103,1,0,1.39473021086652,6.21237778321169,4,0.0682119572607442,0.488751281851415,0.118536157802232,0.36395868956435,1
