id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d,posterior_eta_a,posterior_omega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.935168999455379,2.55568211323476,1,0,0.557817824461628,5.40720719906497,4,0.0374687507836278,0.180047205847727,0.479036515528992,1
558fa9dffdf99b7ce2924662,0.725080401261466,0.327018350067737,1,0,0.865154123270312,19.3223914844729,4,0.320725655825334,0.434025029040312,0.168041320504684,1
5590a34cfdf99b729d4f69dc,0.798621877619261,0.180816615965979,1,0,0.660223469265495,24.3380369742661,4,0.693526995928795,0.479831249398521,0.296234013265505,1
5596a991fdf99b2d1e834690,0.481126555199912,0.549909268095623,1,0,0.694159390364439,8.24930584286457,4,0.492290572910049,0.676468626950223,0.551851494638216,1
55bcd160fdf99b1c4e4ae632,0.93463550433241,0.824895123982099,1,0,1.35470292776355,12.0199330779872,4,0.0989985134202036,0.215830037565118,0.647739631876637,1
55cc7cfb74297e0005235c27,0.852410572908445,1.94995466739929,1,0,1.19693213876784,6.49724742837435,4,0.0142078945133436,0.0904459814414415,0.124727278251362,1
55eb04337480920010aa9e0d,0.931373618237138,0.91640972001032,1,0,0.776443829734114,7.8591894837672,4,0.0940998718180869,0.154071120731416,0.141838457614605,1
562c2ff0733ea000111630df,0.945595370557455,1.4625558657708,1,0,1.15122970605048,9.78106038016366,4,0.0620028758088968,0.106785870174215,0.657466656993857,1
562eb896733ea000051638c6,0.957142572390505,1.20319724514723,1,0,0.94401336757923,7.16569819136567,4,0.188721188833193,0.108870365423878,0.338019867568494,1
5658000ca9872d0011e1ba26,0.926466554771074,0.698742686161242,1,0,1.68432313105781,13.6243616849121,4,0.0193786673318878,0.194436870119605,0.43863033421232,1
565bff58c121fe0005fc390d,0.85635430076922,0.746283551043236,1,0,2.05781948357849,15.0816163642838,4,0.0633616340474495,0.211150824743678,0.569810748156229,1
56780a5a89319e0011644cb4,0.729716191463034,0.214112881929498,1,0,0.496891064142175,35.3238159312448,4,0.348373088638239,0.291081021007729,0.256161462398359,1
567dd32b4f0ef30006dbb718,0.906922489915095,1.00272015615076,1,0,1.62151383788653,10.5260926970536,4,0.0344795372929065,0.20910496091917,0.289996677946398,1
5685850c333cbd000d4e042f,0.888833421358035,1.76331121857837,1,0,0.788600200424499,7.58328872432782,4,0.0544920174707435,0.204987663528791,0.48760064334276,1
568d0641b5a2c2000cb657d0,0.940613332193603,1.16450677928026,1,0,1.0838752867549,10.281444631542,4,0.0168938258780098,0.140854731490971,0.342279121161503,1
5694e7b5e0c800000b5a3841,0.888771920267629,1.72169795562128,1,0,1.36450132932066,9.34118056866285,4,0.0384930988281087,0.126248801769435,0.397937779147101,1
