id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d,posterior_eta_a_win,posterior_eta_a_loss,posterior_omega_d,posterior_omega_a_posi,posterior_omega_a_nega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.875379992378771,2.36431393745982,1,0,0.863281498776273,5.66623340432051,4,0.0689621016000111,0.254869988433688,0.152372732767721,0.570008241348597,0.138135582491614,0.570249364266833,1
558fa9dffdf99b7ce2924662,0.729884917944793,0.324312428557479,1,0,0.880071049438571,19.308603537372,4,0.321919533588505,0.442732055722423,0.508419057959087,0.168388856886817,0.18675907193178,0.186983442019166,1
5590a34cfdf99b729d4f69dc,0.819722462136095,0.167199791732599,1,0,0.634905230180394,27.1204109122887,4,0.653029337432977,0.399237290742437,0.596891079762798,0.160450520658049,0.329828765846107,0.183894826271396,1
5596a991fdf99b2d1e834690,0.459821790179387,2.19441296962083,1,0,0.70619001522702,2.97333076317308,4,0.245941891219947,0.688549889577878,0.171469022860934,0.606969453672618,0.375110365416194,0.039219877683083,1
55bcd160fdf99b1c4e4ae632,0.871262485501332,0.988254459157534,1,0,1.40678241301119,9.35499443516437,4,0.122621930673679,0.551194986751379,0.169891501646077,0.529306166698609,0.528981282297736,0.0827962573326299,1
55cc7cfb74297e0005235c27,0.724824496476119,3.72081632697398,1,0,1.17615566459223,2.9039140194067,4,0.0735808856267549,0.271787572772211,0.0720723071851856,0.578976735921429,0.153107204703609,0.0682840477762752,1
55eb04337480920010aa9e0d,0.900636038554053,1.02589810321627,1,0,1.0185523575998,7.86468633110678,4,0.119504740015996,0.536512813773774,0.182444790904971,0.25943799229464,0.142045468808606,0.0474158127272464,1
562c2ff0733ea000111630df,0.908408428567482,1.85190556850152,1,0,1.2725136245496,6.66075127404033,4,0.0815485782363082,0.391287694028066,0.101775224385619,0.508385512812644,0.59165175928645,0.539648032207377,1
562eb896733ea000051638c6,0.943323974018208,1.22718451770251,1,0,0.991926209380682,7.0980751192861,4,0.194532464557644,0.44282475221265,0.117970546314223,0.243058061681095,0.482323171404545,0.0402851041375995,1
5658000ca9872d0011e1ba26,0.75253732084147,2.03067024264014,1,0,1.35568954445234,4.42230192693403,4,0.0803602121693356,0.303010092762988,0.0644834463704591,0.385904282287826,0.126888037128528,0.337787510100993,1
565bff58c121fe0005fc390d,0.742819462534958,2.20126007118172,1,0,0.899180264002582,5.15122010752299,4,0.0691183509395146,0.419755912376858,0.0995737924618661,0.322427699258307,0.657094747384065,0.0836205283959382,1
