id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d_win,posterior_eta_d_loss,posterior_eta_a,posterior_omega_d,posterior_omega_a_posi,posterior_omega_a_nega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.903957746384738,2.21306324762357,1,0,0.724548925864024,6.70346654875944,4,0.0637003216076728,0.0793229989377143,0.183811401488308,0.557017132419198,0.103133842058425,0.552537047598948,1
558fa9dffdf99b7ce2924662,0.73541659978386,0.428845507974042,1,0,0.873099912102021,11.3683056244709,4,0.550215225100584,0.2605535309599,0.573378912437547,0.109242392712399,0.131724987344957,0.139792380970634,1
5590a34cfdf99b729d4f69dc,0.826487820105894,0.176607736409314,1,0,0.647454160389012,23.9411733736238,4,0.724771667095763,0.566598950900911,0.514028470203549,0.111288232889612,0.299596969790497,0.185833538788271,1
5596a991fdf99b2d1e834690,0.52085042117523,0.435411815164948,1,0,0.808773665052686,26.8885331297112,4,0.166747194963372,0.618908459650809,0.532899237117424,0.49452782712943,0.518746098275331,0.257767418925838,1
55bcd160fdf99b1c4e4ae632,0.943191679139245,0.497951383901725,1,0,1.10460299996228,26.1637135925132,4,0.0942606982158623,0.273768390273983,0.310578907151729,0.502714497802987,0.516476056125022,0.140635328390743,1
55cc7cfb74297e0005235c27,0.900486545466943,1.07821525905781,1,0,1.66794957556366,12.1528967443947,4,0.0454130261193752,0.271990750028526,0.228316324418068,0.371372547655299,0.297827943028588,0.0322356366633301,1
55eb04337480920010aa9e0d,0.937756121511771,0.827038111682911,1,0,0.805069528179282,13.4216192293423,4,0.0824766347520173,0.176772099817909,0.28114519402451,0.268994435790874,0.111815705249651,0.0520318525904684,1
562c2ff0733ea000111630df,0.956867553793825,0.89945659593563,1,0,1.39093403025283,18.994060977943,4,0.0614938436341991,0.183232591105932,0.171924833498412,0.45958758505349,0.560016789076697,0.415196831620406,1
562eb896733ea000051638c6,0.961126862740934,1.58273186052484,1,0,1.0269106625557,4.04388377162546,4,0.271233014862988,0.144167970783188,0.077257546768596,0.283054194214104,0.437044516048262,0.0425281547161665,1
5658000ca9872d0011e1ba26,0.913184016725618,0.561002868274577,1,0,2.18635298291662,20.4735208539828,4,0.0505829337169584,0.264251619423428,0.170052824436628,0.292422959897837,0.148161362264993,0.293389975187535,1
565bff58c121fe0005fc390d,0.91689589128917,0.496215065908245,1,0,0.660778307399016,32.746640840706,4,0.0689395301495835,0.449241519698105,0.292225570481873,0.37784665632596,0.607430085006042,0.120774122259565,1
56780a5a89319e0011644cb4,0.784078458716928,0.323576892923298,1,0,0.838469993060798,17.9038584921967,4,0.690948832385217,0.202096129468815,0.271557876280117,0.0430851607365699,0.336671140146088,0.196826054292456,1
567dd32b4f0ef30006dbb718,0.904143456186651,0.70221097680687,1,0,1.51875052100149,16.5321894102865,4,0.0733256738626468,0.273835769720905,0.338435522654059,0.522135354562141,0.243045794371539,0.0636663616699557,1
5685850c333cbd000d4e042f,0.93025514838552,0.799903666417393,1,0,1.2081176453091,16.9955545827137,4,0.0644177221467931,0.155862808102025,0.290477297937714,0.407223309258288,0.319115349894274,0.162522623941056,1
568d0641b5a2c2000cb657d0,0.936382385044623,0.699676336848611,1,0,1.59010459324652,18.0326497342401,4,0.0461147390700134,0.185194004022371,0.219305158095983,0.367225365156311,0.285851631517883,0.0721050043200753,1
5694e7b5e0c800000b5a3841,0.945147238958737,1.01520053706251,1,0,1.25061756309277,24.9336483945034,4,0.0557119325256035,0.225578946977986,0.253840281388733,0.285874851325979,0.292729549065929,0.217691493920301,1
56b72c28f2fc70000c32fb37,0.958854795511927,0.795013892635876,1,0,0.886668680314327,15.1016082478454,4,0.0741039763267478,0.198614749196757,0.213710978870678,0.570528449314946,0.157351772223288,0.423948514863779,1
56e225c2ec0fdd000641e72d,0.895821790428162,0.586817582145969,1,0,1.20087553752019,4.798444230178,4,0.484391596766124,0.523576189382872,0.469277168577988,0.442288432227627,0.302905071474244,0.0284463592331687,1
56e8bf5a870a8e000b4a8d6e,0.946317754729974,0.545472613050433,1,0,0.997773953836517,15.0644288597393,4,0.165333741458372,0.303565581515922,0.207142215235144,0.387947367839475,0.0688422068906767,0.111113300841134,1
56ec9fa4f9ffc4000ac1941b,0.93506871973068,1.34906444097825,1,0,1.09979616221792,11.3099726977775,4,0.0538167801852939,0.265144764134782,0.236941270866554,0.551212099368288,0.33434171855009,0.065409326435474,1
56f9364e895094000c8f4967,0.530311110830422,0.353873055729515,1,0,0.812204155530438,20.073860942262,4,0.722353768220547,0.163864739058927,0.5,0.0261682892933926,0.275739028271487,0.200067566901959,1
570f018053cc8f000f8d4bbb,0.915892594018422,0.684326983539823,1,0,0.722444664826909,23.2042997668751,4,0.0404841818140122,0.209548685510743,0.242900989643772,0.17406786327308,0.397623739198086,0.143894383456026,1
5769a352f48c3b00016737f9,0.690557158184206,3.50965745427233,1,0,1.48546806420141,3.92354476076976,4,0.0762355459322922,0.0295651682742377,0.286935244124866,0.574010829474584,0.269552973298269,0.0344847206629968,1
576ad50bc8a90000010d99c8,0.88549240102915,0.612603362971609,1,0,1.04972441116364,8.56503529526936,4,0.0966442131077323,0.203587712975958,0.337404110006691,0.221343710660739,0.113032432895291,0.0416136282197124,1
577599baca706f000190eb48,0.884616973575243,0.226040444330945,1,0,1.23000510720308,12.589368168492,4,0.117246230807666,0.33358988356623,0.281653323736006,0.428844058666546,0.113796274889663,0.0316166527972039,1
57ad04adddc11d00015bb1c3,0.946860590043995,0.344796729606103,1,0,0.497949171041924,32.5245460316034,4,0.0514553140344219,0.24859846813975,0.378008936207818,0.502238395754237,0.531891198667953,0.153739751599231,1
57b771677bcf1a00013f2ba8,0.930316598978568,1.44682852400287,1,0,1.0227898663596,8.98062052667716,4,0.0521391561608871,0.177684264597139,0.143927280419874,0.464500937328101,0.246360584000829,0.461737177450044,1
57d0a0bee3221e00015fe385,0.762518472240845,0.351035561050018,1,0,0.529152871937838,17.8949085710922,4,0.53562448958554,0.204652404865984,0.370712412754522,0.120805049754062,0.365852628247981,0.195433451238258,1
581649f0b434f0000184d2a9,0.905759839304929,0.772351694495821,1,0,2.32686068976945,11.061637135858,4,0.0797026729850521,0.167293765779606,0.18843177146989,0.553978764247731,0.136405986656612,0.0706570301215705,1
586371807fbbcd00013972ad,0.943951346276459,1.45545459156167,1,0,0.654187402620104,9.91760553249656,4,0.0201162533326081,0.546840034203526,0.13374077093834,0.309353873544222,0.407630201982676,0.493457707266024,1
587418895c17910001ea4e75,0.915955734265517,0.738608156181042,1,0,0.654550763407892,19.9895395292414,4,0.0728469713645964,0.400469286916047,0.252285422058766,0.513844473214627,0.685016415418203,0.229781781032297,1
58935d5d4d77be0001689f14,0.77217671777114,0.501368025861324,1,0,0.644664566665524,21.8288168216772,4,0.0510525102141982,0.0660085015084313,0.386566136252362,0.123370905072534,0.398917726527436,0.186151927911478,1
58a5d6527cf56d0001f92567,0.944389344305279,0.53098892527148,1,0,0.784302117291243,21.6097574158505,4,0.0573771578105727,0.179584024230751,0.290070215329811,0.284869661671706,0.375440596266176,0.0436368619877192,1
58acbfacea3d11000170e99a,0.916051600288055,0.393425851857003,1,0,1.21896705740099,21.6698415101973,4,0.0489914091026955,0.296907771689132,0.262022924616763,0.492662651140046,0.503163898557646,0.0737650422105011,1
