id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d,posterior_eta_a,posterior_omega_d,posterior_omega_a_posi,posterior_omega_a_nega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.87530110738224,2.81070659826693,1,0,0.742573321483211,5.647874993047,4,0.0572719885230065,0.15515954107329,0.563184672569031,0.0914633461447731,0.613289333443392,1
558fa9dffdf99b7ce2924662,0.72949037521979,0.326162467124925,1,0,0.870463278254103,19.2388812366721,4,0.322138690006743,0.449127693150527,0.166257000194689,0.187815000760348,0.189854921734441,1
5590a34cfdf99b729d4f69dc,0.82208825178249,0.16148486929332,1,0,0.619855456913033,28.1136934018751,4,0.652029302696505,0.492427285144911,0.153237252922482,0.344743371673076,0.191432051169628,1
5596a991fdf99b2d1e834690,0.241184679083322,1.0522275859786,1,0,0.480173335603177,4.00599382318948,4,0.439534593468031,0.665308285903878,0.618327768282706,0.26866667704388,0.0304340861673344,1
55bcd160fdf99b1c4e4ae632,0.915897477892849,0.803400480346113,1,0,1.66767064885137,11.9441327318182,4,0.103275499238873,0.232886840259271,0.621552368367496,0.467005831027951,0.042805768755326,1
55cc7cfb74297e0005235c27,0.848000791872828,1.57904054968661,1,0,1.24623326456145,7.17762337298269,4,0.0363817182702389,0.137151798792854,0.453413170045691,0.145096797146174,0.0410221478557594,1
55eb04337480920010aa9e0d,0.914373733783609,1.20058739636513,1,0,0.657157055515425,6.85038804183963,4,0.119696836198198,0.261671519350905,0.348767071937617,0.0786303238252496,0.0309071424997426,1
562c2ff0733ea000111630df,0.930177579739352,1.55076844033955,1,0,1.1854090898368,9.23620186918635,4,0.0708486993599734,0.117583855296243,0.547231311560255,0.122397054266762,0.563817362704752,1
562eb896733ea000051638c6,0.957081738705763,1.36793765904272,1,0,0.988884953879575,6.58437936614867,4,0.172553190214416,0.107857587182901,0.322719327898613,0.498365779205781,0.0396294971960807,1
5658000ca9872d0011e1ba26,0.85524969160467,0.994737316570778,1,0,1.57473343374727,9.91781919041177,4,0.0462423711787687,0.0923546778545172,0.433239481062586,0.0365741975088221,0.298999527089976,1
565bff58c121fe0005fc390d,0.829473684222751,1.04736065611299,1,0,1.89029639646518,11.1512032478664,4,0.0604827086265623,0.196211781123276,0.57001278532232,0.531557181582361,0.0455382604142886,1
56780a5a89319e0011644cb4,0.809860073532175,0.202849087897717,1,0,0.507427041011735,39.2783516922941,4,0.335732144251176,0.274043321021739,0.107165679951792,0.41606293594817,0.198625553171493,1
567dd32b4f0ef30006dbb718,0.879586935729137,0.991359097795937,1,0,1.55830230781716,10.1879516400339,4,0.0573584112611216,0.212721725792153,0.529837828440995,0.176873367199173,0.0820568605955351,1
5685850c333cbd000d4e042f,0.87345657306679,1.81054714804226,1,0,0.728266485185,7.06864382585497,4,0.0570639221390364,0.249115479004899,0.488361175241384,0.42384425475437,0.0828999257273552,1
568d0641b5a2c2000cb657d0,0.925368897287018,0.868847149063908,1,0,1.33992272853456,12.3752044865856,4,0.0317712837181265,0.161031912835234,0.384317946434918,0.143445378582659,0.0834105569673606,1
5694e7b5e0c800000b5a3841,0.871653263898191,1.47745590235445,1,0,1.44102308664548,10.7292953229572,4,0.0552783909840611,0.164196463456011,0.608850656522992,0.240146646092329,0.0966822698024656,1
56b72c28f2fc70000c32fb37,0.95150296319134,1.58117589658916,1,0,0.694470562890085,7.32892581270831,4,0.0678163470960685,0.147713262501694,0.61072570484305,0.0587955474747395,0.546459140892391,1
56e225c2ec0fdd000641e72d,0.897145724308641,0.593411968331811,1,0,1.21255581592169,4.53582372361779,4,0.513117995233355,0.465304438466408,0.438139445208128,0.298449200485898,0.0283787916918026,1
56e8bf5a870a8e000b4a8d6e,0.94966413735895,0.66731867298397,1,0,0.938676533147408,10.0573158516919,4,0.207288348346821,0.14407601580813,0.501547923834413,0.0323919511863213,0.117901312539407,1
56ec9fa4f9ffc4000ac1941b,0.925304860215817,1.45161115496927,1,0,1.17558728850722,9.80086149622355,4,0.0275983109608521,0.181158946103279,0.575780179525692,0.253589645309761,0.0791210694659076,1
56f9364e895094000c8f4967,0.580379382208217,0.203281554296861,1,0,1.04612815542475,45.8085767895931,4,0.231701305267784,0.5,0.0728741128905563,0.344478834504205,0.200064494136848,1
570f018053cc8f000f8d4bbb,0.791650171362881,2.18002974651379,1,0,0.855663709066217,6.42236781676897,4,0.0454537167985478,0.146993948491258,0.288465627444422,0.4216766195331,0.0694292546457678,1
5769a352f48c3b00016737f9,0.797210910342055,2.01463675758914,1,0,1.36119440027305,6.49752312110947,4,0.065478248819858,0.502678954622281,0.574165543949423,0.421358528044503,0.0282899248639238,1
576ad50bc8a90000010d99c8,0.874999299826148,0.81565238193401,1,0,0.872921271440661,5.33108531544037,4,0.122006339428234,0.288141857108939,0.28496646179775,0.0702172073194514,0.046444744629628,1
577599baca706f000190eb48,0.90509012201229,0.330641897848767,1,0,1.43498744744199,2.86497385539226,4,0.209219329586807,0.151429515432547,0.198588030119044,0.108034578832838,0.0188613900446259,1
57ad04adddc11d00015bb1c3,0.928193078019084,1.19098638498871,1,0,0.828015577628928,9.71242609100594,4,0.0336390158306619,0.240170853878629,0.484055630385175,0.489517396630542,0.0835061521937343,1
57b771677bcf1a00013f2ba8,0.903981490945556,2.08346485961836,1,0,1.33905364485097,6.35514976551536,4,0.0408605646647391,0.0782572182685057,0.435359659514188,0.133118565375416,0.566022121502205,1
57d0a0bee3221e00015fe385,0.788340765538968,0.309628156284038,1,0,0.524216777656783,31.5996726016795,4,0.265612502681061,0.319255753637624,0.26442640705912,0.434950597289058,0.200001102785127,1
581649f0b434f0000184d2a9,0.912305502158888,0.8347095881687,1,0,2.98136608927854,10.0102046737986,4,0.0715599366352038,0.137369699569256,0.506924669024951,0.0875963057071356,0.0970185625976099,1
586371807fbbcd00013972ad,0.9533485922366148,1.16959755408668,1,0,0.853050901674988,14.0153368581868,4,0.0235923928946287,0.104633637288694,0.600507666162928,0.377334024863266,0.569302083580393,1
587418895c17910001ea4e75,0.907167849310922,0.881375008897783,1,0,0.601531841189738,11.578838300638,4,0.0490629434711974,0.18321831788358,0.707576358261076,0.627791223428206,0.255418917836168,1
58935d5d4d77be0001689f14,0.753574929056908,0.569216303295198,1,0,0.734554088105391,18.744392780651,4,0.0468863522909975,0.40486104952628,0.110690775943187,0.379399210349408,0.189825166709696,1
58a5d6527cf56d0001f92567,0.925658910568818,0.927153545703062,1,0,0.772201610095726,9.48605872777538,4,0.0706994361699915,0.259716068991576,0.487966371910795,0.450664833651217,0.024825554216114,1
58acbfacea3d11000170e99a,0.899256388102836,0.573287184224345,1,0,1.55433241501164,11.7471797799323,4,0.0348176601296264,0.177065515546004,0.558553535499225,0.382661918578654,0.0378848058627424,1
58b0d5e700de9e0001863385,0.923346613845037,1.33167508736117,1,0,1.15740661983791,10.8168041542169,4,0.0237522662315029,0.0828643391997646,0.529866399091793,0.390650760897424,0.618526670591151,1
58d2cb10f5899100018a05b8,0.708217032812554,1.42676563547218,1,0,1.25436424165943,8.26841910795829,4,0.148795628442131,0.291388714596301,0.205064452418602,0.40528870359774,0.118206927523262,1
58f90ebc3f4fef000199e2fd,0.92275779049903,0.899738055968317,1,0,0.723943120086082,11.026074328106,4,0.111143788551369,0.32510844315727,0.709385961311134,0.257143099676413,0.03585291376931,1
598fba148380cc00012a3ce7,0.663845255909058,0.22584595717633,1,0,0.809238671669201,19.5041441776911,4,0.348062746473265,0.532386112083843,0.685573049803715,0.261852792021116,0.170319074686545,1
59948cbdcf1d1700016efa45,0.926151249917542,0.924465983043261,1,0,1.66620458048767,9.78980785185752,4,0.15360018069798,0.33420903157489,0.675958956731883,0.131484839815761,0.053407301282555,1
59ae8d282a78fd00010b80e7,0.902030663528812,1.35293949857287,1,0,0.721766172905211,8.1050058639692,4,0.0554629373659415,0.183608023941145,0.4125786828566,0.427724301065963,0.189541026480952,1
59c0782e5364260001dc4740,0.538515100356031,0.185253601078791,1,0,0.590353101821218,32.9280551565038,4,0.530770634451123,0.501988993642831,0.105399890434379,0.396552398743641,0.197540209056437,1
59dc458f77860e000151240e,0.877159801554004,1.37869834421413,1,0,0.969380406183036,6.88985972044498,4,0.0522410198656215,0.184922205065716,0.567216408625247,0.216741976247408,0.0401093746666057,1
59f22a9fd6380600018b2929,0.879198557499483,0.408994437234975,1,0,1.56839065048706,13.4282712503102,4,0.518759793221974,0.655915161598432,0.255301500018384,0.530388623616465,0.0499442364010825,1
5a348ea750833c0001ee9550,0.889499357976017,1.23997633128787,1,0,0.6414985556151,7.57907590165353,4,0.0836872120031205,0.127123297739956,0.501953489337231,0.354751889000766,0.609033796451031,1
5a443812817d1800018d1179,0.935723748215536,0.774400105646483,1,0,2.30174053732774,15.3398256293945,4,0.0262115350211128,0.095595940165827,0.485227615723919,0.382708326099629,0.49533153402229,1
5a5ec79cacc75b00017aa095,0.918331380458595,0.56356419593757,1,0,0.810994502162503,20.4554421872413,4,0.13660751582105,0.245541312509569,0.74265636887468,0.360027940371792,0.181902526890024,1
5a6eac90d5d4cb0001d6815a,0.870782832576536,1.498408367859,1,0,0.848014722270042,6.38995141811877,4,0.0431323239331095,0.172109913162477,0.565514539386749,0.273210784419832,0.0450353438043591,1
5a95a63e4eecca0001dd4cfa,0.83948949271864,0.622583764112246,1,0,0.559760294627823,13.6215692564762,4,0.0723736045138462,0.297181544941239,0.428271965680163,0.296640253006463,0.161079588336035,1
5a973481f05361000171dd86,0.899054594051195,0.534052427396706,1,0,0.535839220105653,18.5386320752754,4,0.0569031085425387,0.206586475899924,0.651016998461875,0.350577086576797,0.247253085141821,1
5ac53209fa3b4e0001736f22,0.925229292155803,0.76832473626145,1,0,0.77048299524839,7.6855471136544,4,0.350618273754521,0.64012873514443,0.0664555577794154,0.277661835096681,0.0303631192951344,1
5afa19a4f856320001cf920f,0.661322926623128,0.319395141210684,1,0,0.670157148362414,48.1734217176381,4,0.287440832390546,0.5,0.0964004383378853,0.297185576002475,0.200009281564214,1
5b23d0784fb0d40001e95407,0.78572607860533,0.470550976119585,1,0,0.710032152270924,24.2957237444479,4,0.100872927038266,0.491704803131417,0.160907223634047,0.304468016621497,0.214174639232168,1
5b78542ef642ed0001517ca0,0.875033832636086,2.33571449908191,1,0,1.13985546575872,5.77987687919918,4,0.0718553743234902,0.130126344381952,0.559695379067915,0.0407558469017637,0.527103064649144,1
5b824fb6cc06660001a302d4,0.923029160525902,0.810880535509744,1,0,1.45831525592263,10.128092415775,4,0.0395803424172283,0.0602816620499632,0.356477883512627,0.120036970869957,0.485415348522598,1
5b87b6932be8a60001f74588,0.584189613287145,0.199072249639872,1,0,0.456719305311363,26.3651005177803,4,0.563181725275082,0.648250517121751,0.0397495838317621,0.294579832671605,0.203396353884192,1
5b87e73d53303600015ea51c,0.965519284156835,2.70901020787089,1,0,0.742702139871034,1.28790775697102,4,0.0368637150096981,0.0053689224903658,0.0200409253049965,0.0850383843462361,0.783021899939232,1
5b915c9d22d85d000115c0f5,0.923188937208732,0.42266441809909,1,0,0.950363510691269,13.1075060569863,4,0.758173536288939,0.618970322544844,0.456177691086935,0.298483389738073,0.0604808684562519,1
5bcc60b95c2b810001dc68e2,0.57448158501063,0.435886005433318,1,0,1.27971196559243,24.6933531560996,4,0.0483372750800866,0.5,0.056987922408216,0.337881787401793,0.200155016250178,1
5bdce4e219b9ba000157e993,0.902961018354596,0.871652433484349,1,0,0.667647152094761,11.9021478499337,4,0.0865042476109581,0.289407834957813,0.658668002322123,0.420544528929721,0.142559389144966,1
5c095f832570ea0001642474,0.926611621900699,1.17939608218298,1,0,0.881142819602057,12.2634796657532,4,0.0245176518181311,0.183420138382575,0.421270340331147,0.242481225391873,0.0486417682104938,1
5c0cb29e1b80df00017843d2,0.65714108041603,1.30145330937567,1,0,1.00358696312705,5.08420856877856,4,0.114354853016668,0.434802890605396,0.553516780338791,0.228781977280791,0.0379220302711983,1
5c1188f4aa52ac00010697a6,0.885741809810328,0.466270903119737,1,0,1.10166429098541,12.2567216290815,4,0.0724139202952182,0.39050574569787,0.111985603991508,0.342673765760516,0.0829212132066178,1
5c27f83289f035000174a168,0.945317878782436,1.07569529403495,1,0,1.0025025965347,12.5407437085781,4,0.0293433372558666,0.0652676735851982,0.662662342278476,0.372780699817777,0.43445545961629,1
5c28feff5ffcb7000128a541,0.87910705383654,0.373137329598074,1,0,1.74125890998279,11.1094375742833,4,0.511658665165786,0.523344224796574,0.471066098021495,0.194793022593231,0.0262763512362638,1
5c32e9588573070001641744,0.920121937157042,1.71470707412098,1,0,0.796191860617962,7.44025831850289,4,0.0370199090714286,0.134760160197906,0.474176949174057,0.346277437823771,0.11101357853986,1
5c3c1617f5ebd500018596cb,0.660131900129835,0.17345656867818,1,0,0.360231295563525,28.3067420596231,4,0.593916553026949,0.462159910055146,0.0304184134612729,0.437880702224702,0.199999593145801,1
