id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta,posterior_omega_d,posterior_omega_a_posi,posterior_omega_a_nega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.788755771009723,3.5453951223831,1,0,0.849857222017285,4.43476469580412,4,0.0656594505020826,0.714607438550855,0.0516201681867047,0.586387715338626,1
558fa9dffdf99b7ce2924662,0.715685239398798,0.352432922631145,1,0,0.873089987855536,17.9014709554914,4,0.313910438931228,0.173609879345187,0.169807234783502,0.189897896008364,1
5590a34cfdf99b729d4f69dc,0.829630504330603,0.162732712687627,1,0,0.638642127802376,27.9528654507904,4,0.647704460821769,0.152662676047006,0.35525452605529,0.183559267969947,1
5596a991fdf99b2d1e834690,0.243425899217121,0.936747849378747,1,0,0.532190785355541,4.3199787894769,4,0.50074471884575,0.632227224092649,0.256976040550774,0.0294274482420151,1
55bcd160fdf99b1c4e4ae632,0.914652034537722,0.884875688273338,1,0,1.54013275536421,10.2372821206363,4,0.111912942570473,0.612570031623006,0.501571593504316,0.0513645704810655,1
55cc7cfb74297e0005235c27,0.768145600079269,4.02028372125116,1,0,0.928531268753535,3.74358669977838,4,0.041486009192489,0.70981569212898,0.0825070276704023,0.0678556021392722,1
55eb04337480920010aa9e0d,0.886307855481427,1.17020077283374,1,0,0.878239199118801,6.99346097524785,4,0.11882476550378,0.312488917667366,0.0875368851683582,0.0529327441319469,1
562c2ff0733ea000111630df,0.885979034478568,2.15660988980015,1,0,1.0788829232494,6.68102767315203,4,0.07373504476618,0.57159932583648,0.134594576876933,0.61535471070989,1
562eb896733ea000051638c6,0.950788819905345,1.63116086836352,1,0,0.932075668899508,5.95075808071869,4,0.141525182972313,0.33450463630708,0.507683260779042,0.0393476585950422,1
5658000ca9872d0011e1ba26,0.830941380383415,1.5632332765238,1,0,1.37901457106886,6.84868699091155,4,0.0496687398813813,0.440800153066379,0.0274151212071736,0.361141434890741,1
565bff58c121fe0005fc390d,0.817153523710957,1.37730695672449,1,0,1.36120814632598,7.95257733755796,4,0.0756068966196254,0.65450692326341,0.441007497946647,0.0466804007780323,1
56780a5a89319e0011644cb4,0.810810358937318,0.20727501317136,1,0,0.516418644669517,38.4963838937811,4,0.323384798140056,0.105360158990773,0.416047552758771,0.198833827121546,1
567dd32b4f0ef30006dbb718,0.845825874381155,1.27336364741068,1,0,1.7024946621341,7.17398160029049,4,0.0891884565680758,0.675983755019094,0.129882262619194,0.086469890761646,1
5685850c333cbd000d4e042f,0.857638807264325,1.70213491295277,1,0,1.14637432772069,7.32551271512312,4,0.0529269131521239,0.421091216885962,0.528033589532069,0.119328118784525,1
568d0641b5a2c2000cb657d0,0.882091664728495,1.12537330706252,1,0,1.34605206243685,8.4979149237077,4,0.0485244405083262,0.455405299029121,0.105331197068939,0.0822808516760518,1
5694e7b5e0c800000b5a3841,0.824784243297352,2.11642072458194,1,0,1.40052072305522,7.62787424882159,4,0.0659081214533586,0.580380944095638,0.19932135990714,0.134361440237154,1
56b72c28f2fc70000c32fb37,0.937190598283053,1.76555403518598,1,0,0.768544372982388,5.79799419111552,4,0.0814220635116272,0.542414520415674,0.0366557840592471,0.595407099231567,1
56e225c2ec0fdd000641e72d,0.899112332747028,0.581279672838873,1,0,1.22086985127002,4.64238354052458,4,0.505012393081246,0.432208686818198,0.298497210119022,0.029026188241119,1
56e8bf5a870a8e000b4a8d6e,0.946402914148795,0.684996890149225,1,0,0.89459158941562,10.3347096682217,4,0.174355873721881,0.482279771002026,0.035795849478043,0.104361038095164,1
56ec9fa4f9ffc4000ac1941b,0.825821977577041,3.31656258689015,1,0,1.05930179989847,4.65602443498304,4,0.0496015877931768,0.668894631628628,0.0611024231439149,0.224370778053514,1
56f9364e895094000c8f4967,0.581916175942016,0.203367113014785,1,0,1.0425714240689,45.7894591994282,4,0.231763830344861,0.0728646624964936,0.345506268216457,0.200072690302819,1
570f018053cc8f000f8d4bbb,0.744383609818545,2.90701868660359,1,0,0.796014803007609,5.17938911811193,4,0.0575555785324717,0.443073369537361,0.387245066967439,0.0659791398330345,1
5769a352f48c3b00016737f9,0.923859405821277,1.24790545448563,1,0,0.980061121473273,8.06805906512727,4,0.0836551499830786,0.3845977619142,0.403865241238008,0.128524357029168,1
576ad50bc8a90000010d99c8,0.862861853220719,0.799747746092853,1,0,1.02619387928344,4.56361633925845,4,0.191931604906252,0.325984002676791,0.0558705118540959,0.0455282890538072,1
577599baca706f000190eb48,0.801171062487781,0.363854550281583,1,0,1.61340343571485,9.3477601531446,4,0.0773003460814209,0.462950568982271,0.0602984919936042,0.0288239386159839,1
57ad04adddc11d00015bb1c3,0.923143938232161,0.897110739125116,1,0,1.09535279918581,9.96548384271851,4,0.0611177148447243,0.683712811637383,0.453470246139763,0.0439655331093257,1
57b771677bcf1a00013f2ba8,0.869938663122296,2.54354051732323,1,0,1.48271718284777,5.21146519256279,4,0.0461487531172227,0.464306551895673,0.100842472755784,0.595354070089018,1
57d0a0bee3221e00015fe385,0.798832077714729,0.328269133931687,1,0,0.524809189533133,30.1260088155517,4,0.255801627031212,0.256353739998563,0.436184849133144,0.199709804766033,1
581649f0b434f0000184d2a9,0.906364290206916,1.19139182826361,1,0,2.24624703388317,7.10481976853505,4,0.0827691424196225,0.550810069187709,0.066974713171559,0.239911316262294,1
586371807fbbcd00013972ad,0.921597399547342,1.86132450599598,1,0,0.786685975719984,7.86200738132311,4,0.0359758741889786,0.594177979739149,0.365872741709932,0.658018746876017,1
587418895c17910001ea4e75,0.901965458735857,1.31147725982275,1,0,0.746934224350663,8.17371050313336,4,0.0509853054762377,0.697526057172705,0.607409885722065,0.394462074868222,1
58935d5d4d77be0001689f14,0.778148360658263,0.610189590205347,1,0,0.631109779500103,16.6748500768237,4,0.0553538536938679,0.145542871623637,0.411644243537775,0.192124484409251,1
58a5d6527cf56d0001f92567,0.917972476419531,0.912235382557597,1,0,0.713673715237599,8.22342938373703,4,0.0978672449890732,0.573938030489358,0.546976196781763,0.0226914935846027,1
