id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d,posterior_eta_a_win,posterior_eta_a_loss,posterior_omega_d,posterior_omega_a_posi,posterior_omega_a_nega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.620712853210265,3.28551222644202,1,0,1.53755987956845,1.37703276902265,4,0.0839003070942841,0.185727579898756,0.15179578052024,0.556517023853871,0.196171449238362,0.0334833074130146,1
558fa9dffdf99b7ce2924662,0.669439263252389,1.0094126281023,1,0,0.750094854476704,11.2790023231547,4,0.131156713822101,0.400726172723419,0.346540212034604,0.21687305093188,0.269761222823271,0.1600407375016,1
5590a34cfdf99b729d4f69dc,0.568564352285664,0.498972043005145,1,0,0.721568650134123,14.9984546401458,4,0.344519075390061,0.39162109253369,0.538401987906955,0.512690950815409,0.256508983224722,0.130774953835956,1
5596a991fdf99b2d1e834690,0.432669210661014,2.178703517979,1,0,0.741962761864001,1.80927502663772,4,0.322563383929144,0.73397524211816,0.227201493245666,0.603443632658946,0.293513313063418,0.31644794058001,1
55bcd160fdf99b1c4e4ae632,0.5850101448489,2.27214985466032,1,0,1.17768449387023,3.65094137065855,4,0.107939625259107,0.450089990260352,0.0896873063382166,0.410795684292614,0.499172195798797,0.102204514480586,1
55cc7cfb74297e0005235c27,0.62904442827375,2.89880984975911,1,0,1.13806248288346,0.976398074374622,4,0.140713606318324,0.277418423119951,0.174360643258145,0.56453644122809,0.219829837060759,0.0829367097172609,1
55eb04337480920010aa9e0d,0.623287837815527,2.74992351183514,1,0,1.48261329707521,3.10469715968104,4,0.0812077054004022,0.177133406697807,0.0930154076584009,0.220072848026775,0.133860254034999,0.0585296477069535,1
562c2ff0733ea000111630df,0.561931069646765,2.80594225843088,1,0,1.00575653699353,1.51262395032467,4,0.105460203666855,0.408183423614876,0.0936569604023699,0.435382750217318,0.629609143590511,0.244223052327663,1
562eb896733ea000051638c6,0.652621244504938,1.71963959383429,1,0,0.902376532875713,6.30095560469374,4,0.133277030338243,0.668114749241706,0.0784617329107174,0.256151468732961,0.457631889104165,0.199716946836258,1
5658000ca9872d0011e1ba26,0.608332055309605,2.30684636585483,1,0,1.1360076422438,0.448804742483992,4,0.186281282067494,0.333392597252436,0.132895605895331,0.370175178652806,0.34591536123643,0.260070196281176,1
565bff58c121fe0005fc390d,0.547417559058647,2.65283611886409,1,0,1.10558178611779,2.7570872996184,4,0.0990627714330372,0.475963756525117,0.104925908766584,0.429191071491268,0.551470679007488,0.158675138154941,1
56780a5a89319e0011644cb4,0.263856483269382,0.359567161119587,1,0,0.788263639987869,15.1705903037893,4,0.30333678383337,0.387764681237863,0.454633062439463,0.0277297069952788,0.254034753784957,0.177740936274688,1
567dd32b4f0ef30006dbb718,0.566781378572149,2.82160472869207,1,0,1.05799524917882,1.23495604452813,4,0.179221798294214,0.45580111356145,0.184074139859597,0.55365383044481,0.168600293038438,0.176783116085212,1
5685850c333cbd000d4e042f,0.565540547964943,2.97999061921712,1,0,1.24952873078222,2.54416042289818,4,0.0743170468396634,0.308455546797057,0.139826515096416,0.415159521407126,0.295691888208924,0.157962654886429,1
568d0641b5a2c2000cb657d0,0.604207942671293,2.04573081307632,1,0,1.34874995984073,1.2081124315028,4,0.159609770639611,0.435727902579522,0.137198506308912,0.413134853662928,0.42396272982101,0.0839784441074998,1
5694e7b5e0c800000b5a3841,0.552689858826171,4.46572296629765,1,0,1.18268976854219,2.06521892590829,4,0.0885646459423459,0.376926790948816,0.131209252299697,0.221906267797999,0.405599920379523,0.210680626033096,1
56b72c28f2fc70000c32fb37,0.611587338549232,1.99111353277829,1,0,1.38155120436886,1.15720612793907,4,0.143188314846791,0.445415970648822,0.122917191972039,0.249356804995382,0.421765634591711,0.191684842114168,1
56e225c2ec0fdd000641e72d,0.681082386302404,0.659706360340837,1,0,1.4474248090431,4.66834705758834,4,0.456770110264792,0.658517289140319,0.382960670229349,0.499650582946198,0.368016444427055,0.111871222803068,1
56e8bf5a870a8e000b4a8d6e,0.66944945735549,1.56006893619103,1,0,1.18408344397956,1.85344636853959,4,0.272415385839244,0.39276709700494,0.149510308688975,0.233902969058175,0.376089524214235,0.184241288281294,1
56ec9fa4f9ffc4000ac1941b,0.61498015479602,3.28907486563458,1,0,0.98150700775515,0.404124703236928,4,0.206879687137004,0.440545732947863,0.186933187892058,0.536902410703544,0.423609171240966,0.0943437529144299,1
56f9364e895094000c8f4967,0.250512076925,1.06684473363615,1,0,2.90993653410914,6.12702920276066,4,0.0799102117503931,0.5,0.5,0.0949174409829382,0.2,0.2,1
570f018053cc8f000f8d4bbb,0.563785002549026,2.53177376288709,1,0,0.928688836504115,4.21465191861184,4,0.0587347718196077,0.501858918517209,0.0959687470279907,0.2554270201975,0.471581059071172,0.199857609934651,1
5769a352f48c3b00016737f9,0.582656762356182,3.51631829838402,1,0,0.968726455236268,3.66807070133358,4,0.062401232401863,0.492226620505584,0.314992109607592,0.549497215006419,0.398179523322783,0.0910997261590933,1
576ad50bc8a90000010d99c8,0.632023730669623,1.38107677246441,1,0,1.06246024483141,1.59639472506654,4,0.162177564470422,0.357099341753756,0.220440400630714,0.210444823439588,0.153295780935924,0.0537871693288886,1
577599baca706f000190eb48,0.805005917381047,0.479196734850667,1,0,0.767715173255859,3.0143446084909,4,0.180139617292486,0.660002808938926,0.141511536496919,0.296119687947229,0.136772611229431,0.170021641347609,1
57ad04adddc11d00015bb1c3,0.578920751080512,1.98695982501545,1,0,1.07575855631406,4.13860805157061,4,0.0331464571928357,0.611769938287314,0.135732243212409,0.497066186375015,0.577944706130443,0.213051591143021,1
57b771677bcf1a00013f2ba8,0.616104212382899,2.68731726206948,1,0,1.0127848223375,0.487109005818827,4,0.117737165502122,0.250267692835175,0.118234047945138,0.331854893226975,0.473968272179312,0.0944003188302826,1
57d0a0bee3221e00015fe385,0.562858206471989,1.68202242148558,1,0,0.70641335739089,11.3127049241242,4,0.0517287837589576,0.636472009043465,0.178228660762029,0.138342174678099,0.298725220377483,0.199985350738112,1
581649f0b434f0000184d2a9,0.68961870564647,1.66572373721004,1,0,2.00407429794299,0.528957175202465,4,0.165160292508017,0.227421690769552,0.21332551146982,0.427541426214822,0.250726918744891,0.0166976479136928,1
586371807fbbcd00013972ad,0.645945393444326,2.51539852821145,1,0,0.809531382641153,0.328502945670012,4,0.0634453140207716,0.510110512383557,0.0701600163428261,0.389972619766744,0.0675969874500235,0.187540208767351,1
587418895c17910001ea4e75,0.523597197885801,2.93489575962937,1,0,1.01076850748704,0.892495222092293,4,0.202131800777527,0.425310948219239,0.120020665992039,0.513338151043162,0.626475162478772,0.135204201191557,1
