id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta,posterior_omega_d,posterior_omega_a_posi,posterior_omega_a_nega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.587279815904968,4.50862617315922,1,0,1.25529432259072,0.558872103807608,4,0.0919907435868286,0.621211179039086,0.14232375706291,0.0355403046481982,1
558fa9dffdf99b7ce2924662,0.649039030800686,1.44017912590839,1,0,0.692536687315193,7.53061686527917,4,0.125864602853189,0.223771687622614,0.210777779627967,0.172980086070952,1
5590a34cfdf99b729d4f69dc,0.566036173151515,0.509926182010451,1,0,0.718979913216387,14.772363113042,4,0.340255452503354,0.515828860230948,0.248717010887477,0.140755811042987,1
5596a991fdf99b2d1e834690,0.397468634339959,2.21776845647966,1,0,0.700458961305631,0.864112987426471,4,0.397675111845455,0.625941701005689,0.198721825991537,0.302058677917392,1
55bcd160fdf99b1c4e4ae632,0.559875428074722,3.96346847393525,1,0,1.64337950872366,1.247388571723,4,0.079745098991509,0.559665314153232,0.394672320827993,0.065025675441498,1
55cc7cfb74297e0005235c27,0.618697521636941,3.35224034855118,1,0,1.23346371449342,0.499692172063953,4,0.144347643719419,0.610460245220356,0.172218728630519,0.091728846596749,1
55eb04337480920010aa9e0d,0.591705564248903,3.97389894123545,1,0,1.58238524864083,1.56761113915256,4,0.0676671249626591,0.230178286443909,0.0953602071065221,0.0411362018135513,1
562c2ff0733ea000111630df,0.560317663030319,6.25928260428585,1,0,1.2593886484416,0.237924046372339,4,0.064416764418686,0.436219780600036,0.451068969636323,0.0231328184156673,1
562eb896733ea000051638c6,0.629195693549491,3.7167743586225,1,0,0.81717737498662,2.25256660191175,4,0.0819093233501293,0.29557816007736,0.355893904299145,0.0548918961353938,1
5658000ca9872d0011e1ba26,0.605617541492205,2.99612680770368,1,0,1.18284501605526,0.268625059032439,4,0.124730275189086,0.439546436335894,0.172293717227332,0.2515921326859,1
565bff58c121fe0005fc390d,0.53855776952952,3.9991677908458,1,0,0.945981533664497,0.793557279047984,4,0.111235744142514,0.576274125457106,0.397506135953808,0.16353150067352,1
56780a5a89319e0011644cb4,0.297897625399816,0.368002930015933,1,0,0.787236025400272,15.6833033188297,4,0.27985980201575,0.0288601466623138,0.23758699838724,0.182637058327236,1
567dd32b4f0ef30006dbb718,0.574124881857162,3.38894240772882,1,0,1.10374910578519,0.413993072797964,4,0.170608289159977,0.601034082553707,0.130452943848248,0.148714282150903,1
5685850c333cbd000d4e042f,0.555353571260337,4.83416922957959,1,0,1.15385588182435,0.934727668382424,4,0.0777526312970751,0.505887333383005,0.198013922845874,0.0404204491115396,1
568d0641b5a2c2000cb657d0,0.595553316378088,3.21160261458954,1,0,1.4065580323477,0.368569331215459,4,0.102707259781119,0.502943964217981,0.355651493050783,0.0615733859725838,1
5694e7b5e0c800000b5a3841,0.535309235828042,6.91390978022377,1,0,1.55268461905797,0.424971577691303,4,0.0783517008328735,0.229563983829843,0.261152201421887,0.0524891562413804,1
56b72c28f2fc70000c32fb37,0.647370366596496,2.85224085359472,1,0,1.61963588554698,0.38528191405143,4,0.0944664422769785,0.156814361090728,0.132797880659087,0.0592027271350777,1
56e225c2ec0fdd000641e72d,0.69542686991045,0.674297142997474,1,0,1.3769111887829,3.99564191190674,4,0.478565103594197,0.489735152284986,0.315765388467031,0.121715839373071,1
56e8bf5a870a8e000b4a8d6e,0.645551154319864,2.12906230547948,1,0,1.28943115438393,0.857856932013394,4,0.175581190827766,0.131370588799532,0.248989586242758,0.190624344288907,1
56ec9fa4f9ffc4000ac1941b,0.629763133301721,4.14660199194352,1,0,1.06329372909074,0.209454070448571,4,0.14447268266642,0.618300130895716,0.187032142783312,0.0964835020816625,1
56f9364e895094000c8f4967,0.248407791958453,1.05501196081447,1,0,2.88901128496178,6.16351400212615,4,0.0811798797339838,0.0920083370964149,0.2,0.2,1
570f018053cc8f000f8d4bbb,0.540106644451723,6.32702995029997,1,0,0.847565948070839,1.06288781705443,4,0.0541871349093413,0.340682922263269,0.200594917383849,0.17937821106809,1
5769a352f48c3b00016737f9,0.530983569064774,4.81173368911834,1,0,0.494163677602301,0.885605781545358,4,0.128116939376571,0.552716413913745,0.390075746020552,0.107223001897168,1
576ad50bc8a90000010d99c8,0.638456934633831,1.49865115540814,1,0,1.02676971310916,0.872277875334378,4,0.210912989511995,0.235245574502913,0.109390429543489,0.0427523258074288,1
577599baca706f000190eb48,0.841032064447835,0.449730837361149,1,0,0.92528960683007,2.19357561607098,4,0.144853363073813,0.275459738618042,0.152962073115367,0.188631243738427,1
57ad04adddc11d00015bb1c3,0.552707614261153,3.81194821595094,1,0,1.33469785362646,0.948686084651026,4,0.0523465452882341,0.753345858847452,0.360992231801777,0.112446020193237,1
