id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d_win,posterior_eta_d_loss,posterior_eta_a_win,posterior_eta_a_loss,posterior_omega_d,posterior_omega_a_posi,posterior_omega_a_nega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.631025778338645,2.93399333249093,1,0,1.48839959926084,0.541353835644583,4,0.2071770712614,0.0712785694344848,0.309150624772157,0.167058929988597,0.534890109815553,0.159149649722879,0.0612241273105439,1
558fa9dffdf99b7ce2924662,0.682632407826055,0.888891828918078,1,0,0.597944672353631,6.33760568666269,4,0.503048729419611,0.172506672003157,0.576317329420145,0.40200494477285,0.181223075248796,0.205694479905335,0.164472321475983,1
5590a34cfdf99b729d4f69dc,0.559115478630436,0.423314455446097,1,0,0.780838618529143,13.7571824502408,4,0.594545529823633,0.395564109247486,0.434734996339906,0.556214290322105,0.520029583251064,0.251328144051729,0.128591229134644,1
5596a991fdf99b2d1e834690,0.453550696100992,2.34271752478972,1,0,0.700822367777948,2.36771549998604,4,0.239403060417816,0.30116647689649,0.704573510400599,0.21047368160481,0.588118121413087,0.297320412183621,0.30568392788217,1
55bcd160fdf99b1c4e4ae632,0.571897770953125,2.04340329142768,1,0,1.42525609451116,1.50122698244924,4,0.264143576453767,0.111914213590174,0.562699983035299,0.111119384799012,0.497428730691434,0.469922088176429,0.0914396466209252,1
55cc7cfb74297e0005235c27,0.625128922804141,2.84335661106737,1,0,1.19161216614932,1.35149401875559,4,0.125647559501271,0.209383222123528,0.266131352805315,0.177052299036278,0.6045049029087,0.251563923173339,0.0776992814485284,1
55eb04337480920010aa9e0d,0.662722840301328,1.50748994644779,1,0,1.6662897862051,2.14252374116014,4,0.292300017691405,0.0932848166797753,0.504784570916035,0.125425488911026,0.270965102573863,0.139485037855749,0.100893831925783,1
562c2ff0733ea000111630df,0.568644345663648,2.88158722593468,1,0,0.976044622919404,0.626759705648236,4,0.193429250141244,0.0862526780639903,0.481792329293949,0.10451058566826,0.485417731224606,0.601594600689512,0.248080014713045,1
562eb896733ea000051638c6,0.636241121289921,2.53294796851499,1,0,0.913354657299975,0.894489495873003,4,0.503184355228848,0.136823576089126,0.746817852930625,0.0893016452827228,0.065352934054747,0.33361479156568,0.195548423936612,1
5658000ca9872d0011e1ba26,0.607830289236026,2.27603385382278,1,0,1.14945322811139,0.436397806107881,4,0.196943428157195,0.205602091539055,0.341564059159884,0.134966542093534,0.373786656781342,0.34951838895313,0.250903717946415,1
