id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d_win,posterior_eta_d_loss,posterior_eta_a,posterior_omega_d,posterior_omega_a_posi,posterior_omega_a_nega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.629876116667673,3.69506713517289,1,0,1.55132456870629,0.421830004544574,4,0.126813213064608,0.0573029564432137,0.157773315503109,0.585237232999809,0.129603368417598,0.0352057793137012,1
558fa9dffdf99b7ce2924662,0.685111267574293,0.882078856214364,1,0,0.615274231678349,6.32901254017507,4,0.497204490218615,0.172366493875692,0.48242346333023,0.184134514108093,0.200442708470448,0.16103412313628,1
5590a34cfdf99b729d4f69dc,0.557334701900512,0.417803530796936,1,0,0.779782446908322,13.9904040496382,4,0.596393373147174,0.395512945949241,0.496213505832832,0.521105264539337,0.257787235079218,0.132225848899299,1
5596a991fdf99b2d1e834690,0.396947417457453,2.55927803702819,1,0,0.607863824622023,0.979313288775676,4,0.300440938020783,0.358286088823108,0.506250411266749,0.600768339255193,0.220426254530802,0.310330674574975,1
55bcd160fdf99b1c4e4ae632,0.584136041572398,2.6138824154737,1,0,1.80293006151359,1.05957423677327,4,0.14672389877288,0.0844947065874666,0.162876911287421,0.5393864730222,0.336674980334116,0.0619450882632391,1
55cc7cfb74297e0005235c27,0.61843650661934,3.26355009289295,1,0,1.2586023438829,1.02201328342865,4,0.10907582765596,0.193683032342179,0.169891457303636,0.58881391168069,0.22545024058613,0.0918556540117806,1
55eb04337480920010aa9e0d,0.635957065787743,2.65312446834376,1,0,1.52218562505591,1.40677592112768,4,0.12760368956413,0.0796387430469506,0.119786212447758,0.282525556529926,0.0992698073903947,0.0394181729062918,1
562c2ff0733ea000111630df,0.59539446622913,4.75608683061991,1,0,1.17669977770959,0.23645081841035,4,0.0952090234390892,0.0628638886661288,0.0907226253242387,0.512596264182682,0.360102029257656,0.0229899207053838,1
562eb896733ea000051638c6,0.77047340809054,1.78951460987583,1,0,0.944791653882713,1.63389995029294,4,0.378823362614451,0.105187522175086,0.107622029615025,0.107217013872226,0.220011876847945,0.0519130030247994,1
5658000ca9872d0011e1ba26,0.594646616880303,2.97143218804095,1,0,1.21382119747564,0.340258475553435,4,0.112243694051844,0.161911574839865,0.145831188447863,0.348904384573363,0.253391214967983,0.270350626792917,1
565bff58c121fe0005fc390d,0.53452004013506,3.74092073751291,1,0,1.10008425584356,1.1310051623267,4,0.0857086527239761,0.11256669528614,0.164113217306269,0.488329683895662,0.413986497234307,0.0735805073767764,1
56780a5a89319e0011644cb4,0.568207614011431,0.556959498329785,1,0,1.57226109606749,9.83930436623777,4,0.699212530361314,0.132502009761314,0.212950850606544,0.100150808615555,0.209527382203327,0.192754224170641,1
567dd32b4f0ef30006dbb718,0.576925526323053,3.24726463264257,1,0,1.10215491288212,0.461488215861266,4,0.171838211030514,0.153936751050791,0.219045042357707,0.599286998367459,0.123621226013288,0.174347794497044,1
5685850c333cbd000d4e042f,0.57025326861375,4.11590355816366,1,0,1.07569260435857,0.713624309546706,4,0.103378843374129,0.0621846653642426,0.157409522330343,0.499064019889424,0.271041239590248,0.0415763571672472,1
568d0641b5a2c2000cb657d0,0.624900709917368,2.63616146973844,1,0,1.4128076179708,0.387928201715708,4,0.12615293160283,0.113798362778538,0.158153721571115,0.485753192394547,0.38310195203543,0.0657037777468472,1
5694e7b5e0c800000b5a3841,0.548759176543982,5.52593314562782,1,0,1.42711964762267,0.419400056908639,4,0.0963955748821026,0.0733074559764771,0.124977717831246,0.336155747183532,0.246173329883526,0.0707102770399131,1
56b72c28f2fc70000c32fb37,0.71382382892787,2.3959290577846,1,0,1.52669483764343,0.354873293889219,4,0.135479587669658,0.0881788754670288,0.116665057931848,0.294715803973281,0.152362322913083,0.0673291855643736,1
56e225c2ec0fdd000641e72d,0.701889094870905,0.678072174302473,1,0,1.37304153633048,3.63641364457233,4,0.524063891156655,0.466361131479721,0.511082195189189,0.486914088501863,0.32035669963366,0.123820587172838,1
56e8bf5a870a8e000b4a8d6e,0.69776541607571,1.81403031840232,1,0,1.24333526373292,0.412878667099521,4,0.378457452786714,0.210661446553624,0.169903732264776,0.326333166636556,0.191554016930553,0.261180956982291,1
56ec9fa4f9ffc4000ac1941b,0.625387805804711,3.99300591904633,1,0,1.0937299570488,0.304009407168379,4,0.115831712362963,0.184530017253889,0.178187773542812,0.514669737764471,0.27190767622437,0.0879146813251766,1
56f9364e895094000c8f4967,0.281286699578207,0.910337385030065,1,0,0.779203440138595,6.35661961366527,4,0.720638583760312,0.134228441140089,0.5,0.0556350396515087,0.2,0.2,1
570f018053cc8f000f8d4bbb,0.539044274567708,5.56336878652233,1,0,0.940609351473652,1.51511150539402,4,0.0427045189544392,0.051835759817264,0.113689354406887,0.261664379510414,0.248801930183772,0.170463331792024,1
5769a352f48c3b00016737f9,0.561338728234388,3.45436931952873,1,0,0.984740611925936,1.39827023397095,4,0.135406865840795,0.0662851728551978,0.453573666602204,0.576794319633225,0.303998949734513,0.0470691227931516,1
576ad50bc8a90000010d99c8,0.708148421315905,1.29534739862108,1,0,0.932437369193017,0.741796342331414,4,0.315423677224815,0.213493434727446,0.322823157614849,0.264629760006261,0.141651716026597,0.0432238747617038,1
577599baca706f000190eb48,0.887994591759161,0.346972728484271,1,0,1.03841143252063,1.68202330292981,4,0.317335446490612,0.415865527034662,0.257232542582021,0.232381952409737,0.160743410330741,0.180934295656441,1
57ad04adddc11d00015bb1c3,0.558389860897159,3.20792785177543,1,0,1.33333119254424,1.17272559325137,4,0.053236624385773,0.0213454287739933,0.168820284987251,0.591152051970914,0.432171483509627,0.144747132981973,1
57b771677bcf1a00013f2ba8,0.632352364991833,3.2004969994083,1,0,0.965434495766682,0.339007442704303,4,0.0918514389038379,0.153490611025707,0.1294554595305,0.341594395500887,0.347945777721803,0.0555023250782235,1
57d0a0bee3221e00015fe385,0.458379679320161,0.752686417954106,1,0,1.38290028678613,7.343859503874,4,0.559674145673624,0.100175821445637,0.471310740198085,0.529264108387585,0.211267554279939,0.19995837040394,1
581649f0b434f0000184d2a9,0.69172782189469,1.67220033715802,1,0,2.04321011541906,0.496881758010544,4,0.167017013290057,0.175204162842772,0.210804916659327,0.43607541265154,0.254481772529818,0.0162326757352326,1
586371807fbbcd00013972ad,0.65924104893294,2.98555079371728,1,0,0.762242453262594,0.304363392505646,4,0.0256245928371332,0.632828955308097,0.156875326557974,0.0698744013942554,0.120371805911113,0.0378440151534371,1
587418895c17910001ea4e75,0.526998897284286,4.45793148933082,1,0,0.945090953564841,0.370850552103622,4,0.118599449952279,0.159081946231519,0.160322364142391,0.545530037296781,0.606071180758578,0.0598108223743007,1
58935d5d4d77be0001689f14,0.479385607673798,1.34733792210321,1,0,1.29449737630094,3.993093077708,4,0.142383299157014,0.0298145722896097,0.441695696699854,0.430082974930086,0.208423329166927,0.161766351959288,1
58a5d6527cf56d0001f92567,0.590789122444076,2.40907870741066,1,0,1.50009075107124,0.887997012566723,4,0.121761008203119,0.0547533994326809,0.15086630141274,0.409241370060127,0.230338167161875,0.0626033123845703,1
58acbfacea3d11000170e99a,0.585766284986276,2.13749617815267,1,0,1.03101171685312,0.712838568076791,4,0.104908630550341,0.115375290170981,0.138739737477558,0.598229362802988,0.369206017924442,0.215144742013045,1
58b0d5e700de9e0001863385,0.58206526751386,3.95093837626058,1,0,1.11745378220013,0.312759791304975,4,0.0263005661466587,0.307045088207728,0.108249034402754,0.782865175637112,0.192389311354108,0.0156174990136053,1
58d2cb10f5899100018a05b8,0.573135977710802,2.72066797810241,1,0,1.71934387468108,4.77252452461668,4,0.134146361333929,0.117061665822102,0.236342705013227,0.469145937430119,0.34587487646286,0.216435096292881,1
58f90ebc3f4fef000199e2fd,0.558509195757349,5.4083087194351,1,0,1.15421925639047,0.284785531498608,4,0.137688595234013,0.131510394198,0.113983631931875,0.67765429684193,0.286597059707523,0.129621482695455,1
598fba148380cc00012a3ce7,0.500536061129441,1.15232070523422,1,0,1.78688292738062,1.29104140315525,4,0.348911771529387,0.182811386320616,0.296888853580807,0.728395026296142,0.0875391984692841,0.15753152724273,1
59948cbdcf1d1700016efa45,0.681727390954651,2.64297381124898,1,0,1.21289950743453,0.535759201884216,4,0.296770092893994,0.123874865679746,0.341615837338522,0.598117886017806,0.37486522797256,0.11984276180935,1
59ae8d282a78fd00010b80e7,0.554275008326701,3.25781761654058,1,0,1.3058615006964,1.38711173610869,4,0.0808781271664748,0.040487620692119,0.144296943894792,0.419236679035073,0.301247310477692,0.073501208084604,1
59c0782e5364260001dc4740,0.253288131610556,0.650125106430395,1,0,0.997200743233233,7.82608565544496,4,0.766989453667564,0.379350179780163,0.501903510136075,0.380753007903425,0.2,0.196993708017081,1
59dc458f77860e000151240e,0.611197335719386,2.3497224515661,1,0,1.6070804684906,1.21418549558459,4,0.108138369866509,0.14197392007293,0.175720939223422,0.576493429847835,0.237246792416249,0.0206884980520635,1
59f22a9fd6380600018b2929,0.675520707316573,0.575113447030493,1,0,1.42052106680015,12.4191003284593,4,0.487970073408867,0.350156207455495,0.469403023621288,0.477894760085943,0.32696774762534,0.174967529467984,1
5a348ea750833c0001ee9550,0.543012680087568,3.25581221301347,1,0,1.15010462682764,0.31001194922952,4,0.118760104404638,0.0777120117058433,0.112239713247924,0.356845081120257,0.376447423720636,0.0419085540904242,1
5a443812817d1800018d1179,0.60735636255518,2.96625046877232,1,0,0.927894309531565,0.234048259894049,4,0.0501281766186034,0.113710611220985,0.082312407624309,0.193494512220781,0.255814987739102,0.0757998855647968,1
5a5ec79cacc75b00017aa095,0.578555992900687,2.93693188600817,1,0,1.79450809252196,0.953741954861558,4,0.151491638981101,0.0400627602361797,0.120106214039722,0.696879496344437,0.19348649672517,0.0982908627737773,1
5a6eac90d5d4cb0001d6815a,0.608382699464873,1.8849869110033,1,0,1.95034537647502,0.93728867234554,4,0.118400599013945,0.0657719750971513,0.171941758842565,0.468688696303664,0.231063352896476,0.0370043371034932,1
5a95a63e4eecca0001dd4cfa,0.56142265144774,2.60214973265417,1,0,1.5455188226507,2.3534630022446,4,0.0702494137975285,0.0597318525114951,0.113377952429855,0.540660829748177,0.25410602406162,0.25431986945174,1
5a973481f05361000171dd86,0.540079440066228,3.69754205158186,1,0,1.18290661452316,0.341182878472578,4,0.0853648316523851,0.0456630930101278,0.109791798361475,0.607861633083752,0.448767640124834,0.611249622533283,1
5ac53209fa3b4e0001736f22,0.794948611653888,0.888376453109236,1,0,0.684830359929094,5.6152484230141,4,0.593275219022384,0.241928070888145,0.551738498464181,0.0912872640745175,0.221676842534502,0.0603716012917212,1
5afa19a4f856320001cf920f,0.363358827747464,0.933803038868579,1,0,2.21642348420071,5.94483161101492,4,0.620615197676741,0.0883184500521625,0.5,0.42716409556567,0.2,0.2,1
5b23d0784fb0d40001e95407,0.566633747563,1.73402566280209,1,0,1.01073783850258,3.79500290389645,4,0.217121771963533,0.0346615461825348,0.383823446235896,0.589251238765876,0.152378655786175,0.360108668183411,1
5b78542ef642ed0001517ca0,0.641438218436593,2.96422996458727,1,0,1.8814607610795,0.379431856585117,4,0.208442246434278,0.235885208388557,0.211252137148533,0.491108976126769,0.253550933205576,0.240611890309166,1
5b824fb6cc06660001a302d4,0.633248579250431,1.34639414959052,1,0,1.69300329051792,0.483254354538555,4,0.104999025079854,0.215139417895354,0.149453111375277,0.162040223351205,0.199250810210281,0.0490593131450529,1
5b87b6932be8a60001f74588,0.51079948076144,1.02290173500075,1,0,0.476506046517683,10.2852388129632,4,0.296054454360213,0.419234553551936,0.510436674470795,0.550310114338868,0.143904547824985,0.222627331218904,1
5b87e73d53303600015ea51c,0.565476693870058,2.06954839186696,1,0,1.01057869028977,0.253099263432707,4,0.0245212035365333,0.667264189067193,0.0430011566348486,0.0524326414149802,0.467560739379911,0.369361904494942,1
5b915c9d22d85d000115c0f5,0.713043573921162,0.637910520936042,1,0,1.15749736693253,7.69248942730407,4,0.737362698554314,0.506228776501327,0.395216232208052,0.491504266831815,0.254041197781138,0.0906472711718211,1
5bcc60b95c2b810001dc68e2,0.237161771341689,0.75580920229587,1,0,0.920834373347062,6.13517003018647,4,0.412085624197492,0.113152854986562,0.5,0.483714090857618,0.2,0.2,1
5bdce4e219b9ba000157e993,0.593937551394081,2.70846156576514,1,0,1.34218680405503,0.667082883921694,4,0.200179590586966,0.0510303772462646,0.175837318503335,0.782336382539917,0.271217704509161,0.289788709289673,1
5c095f832570ea0001642474,0.575790685686414,4.05854762376979,1,0,1.25120581193873,0.656654548829033,4,0.029348655930217,0.0323133240040777,0.110528145067603,0.426058596188243,0.365004690478616,0.291967962671896,1
5c0cb29e1b80df00017843d2,0.529712148650479,1.90536291826447,1,0,0.982824978845135,1.73380573374505,4,0.171293040671813,0.274467061569557,0.466627266250367,0.354524433457891,0.217907040194183,0.0514531275374016,1
5c1188f4aa52ac00010697a6,0.581851356769827,1.05989842496584,1,0,0.768074429531539,5.10573473337059,4,0.119950903969163,0.0971997629874049,0.314519311693751,0.343715981110937,0.26542883088893,0.119213487731239,1
