id,posterior_p_a,posterior_inv_temp,posterior_state_exploration,posterior_Rsensitivity,posterior_eta_d,posterior_eta_a,posterior_omega,fixed_parameter_exploration,fixed_reward_value,fixed_l_loss_value
53b98f20fdf99b472f4700e4,0.853409843677346,7.54386117869978,1.94300918703368,0.705810276436232,0.487581494915324,0.1533462674215,0.0227501724589862,0,1,1
558fa9dffdf99b7ce2924662,0.883288096686426,5.60227416226305,0.6920661530553,2.51002484922503,0.501633780219223,0.594310386271133,0.0996643774365562,0,1,1
5590a34cfdf99b729d4f69dc,0.81589851029551,5.63608719017669,0.96995839868717,1.67665965633821,0.698059963406659,0.509739386556446,0.416079476817886,0,1,1
5596a991fdf99b2d1e834690,0.537836812636492,5.90591506013822,5.8964693293077,1.15981470484801,0.752293580450328,0.749275235582157,0.421507922133764,0,1,1
55bcd160fdf99b1c4e4ae632,0.708320541145529,6.62913431333156,2.80847292049207,3.7688715689589,0.397363064617054,0.330900922235614,0.0698931735874391,0,1,1
55cc7cfb74297e0005235c27,0.848754377079017,5.63604501778057,1.83551341310918,0.882982882150413,0.433357319459308,0.125443172400194,0.0076865438837404,0,1,1
55eb04337480920010aa9e0d,0.864482358084058,8.57550476987446,1.38717221305751,0.763973628967203,0.510370839255474,0.301126931503875,0.0255657826122276,0,1,1
562c2ff0733ea000111630df,0.923731569679333,4.46716933741232,2.35679987811049,3.02861786026674,0.497131163511303,0.245747019419711,0.0299442442495828,0,1,1
562eb896733ea000051638c6,0.938369867481392,7.64664797578686,1.2643294561798,2.33899290070161,0.332320945235296,0.0918316348293637,0.0579620904428009,0,1,1
5658000ca9872d0011e1ba26,0.906133811222881,4.63792346973555,1.91285605419495,1.55185674362355,0.629142243251784,0.0963071532461657,0.0090111251859225,0,1,1
565bff58c121fe0005fc390d,0.623059275713189,3.71941235693488,5.21088227597382,3.67349041899082,0.474687225742831,0.748069789130346,0.220201832399677,0,1,1
56780a5a89319e0011644cb4,0.769194894321801,5.63573081303508,0.849616540789852,1.52391578559729,0.50150571992252,0.460300936019168,0.155013588011982,0,1,1
567dd32b4f0ef30006dbb718,0.721151925323704,4.20116067063542,3.59296572065183,2.71841392641855,0.510555470451919,0.759680859414333,0.137537484232969,0,1,1
5685850c333cbd000d4e042f,0.760332447132488,7.00476473513771,2.26040535562521,0.607102398513259,0.545121594128946,0.356832914397478,0.0611127683181654,0,1,1
568d0641b5a2c2000cb657d0,0.897319159095608,6.46063267012995,1.40664631079372,0.58928380394039,0.558523181278512,0.063717778754141,0.0127989976979534,0,1,1
5694e7b5e0c800000b5a3841,0.703114723456144,9.22317553445369,2.55809087147296,3.626444205782,0.218333376744084,0.0968583626114531,0.0134356818484542,0,1,1
56b72c28f2fc70000c32fb37,0.927034524270572,6.12066067170453,1.9135764405321,2.50674898309539,0.459295855991613,0.105877198174878,0.0239060549526136,0,1,1
56e225c2ec0fdd000641e72d,0.681104588852523,2.94568508549471,3.6698621992479,3.28849355298462,0.727737073999497,0.73988042990043,0.339616490132094,0,1,1
56e8bf5a870a8e000b4a8d6e,0.927348701973405,5.36662005526264,1.35336098492686,2.95732037051033,0.658676727707521,0.0307606451878355,0.0189108975362843,0,1,1
56ec9fa4f9ffc4000ac1941b,0.890932974918458,3.48249970823899,4.57502823839311,3.5032333702021,0.18227810784933,0.74761830470495,0.0776081200618837,0,1,1
56f9364e895094000c8f4967,0.626826440868473,8.49598377643302,0.756698053034911,2.79119684975519,0.177801234958376,0.5,0.085254725737165,0,1,1
570f018053cc8f000f8d4bbb,0.667943323011269,5.52217628264269,2.63900805211548,2.05822384706951,0.299523106032202,0.589345810381413,0.0598734449882972,0,1,1
5769a352f48c3b00016737f9,0.752594784604964,13.7420369073509,1.7105652622419,0.674594538552262,0.108298754926688,0.6869316534259,0.119526155057334,0,1,1
576ad50bc8a90000010d99c8,0.900303066125281,3.10350043494867,1.49313472696972,2.42436408663433,0.443580229950023,0.552553705680667,0.0393775241597258,0,1,1
577599baca706f000190eb48,0.950934394545937,1.78592639561621,1.24977567904503,2.95451712023828,0.211048290675262,0.271837011473812,0.0128393012054742,0,1,1
57ad04adddc11d00015bb1c3,0.679983612020626,3.25537685128964,4.70517040948691,3.31759645771287,0.0894730135209632,0.73617555575638,0.160773446299187,0,1,1
57b771677bcf1a00013f2ba8,0.914862533732231,5.28385202049535,1.99594504055878,1.57448136717378,0.121174355450945,0.137578604451616,0.0179042378296087,0,1,1
57d0a0bee3221e00015fe385,0.84016108886552,8.9891805386215,0.637341228485847,0.682045659828222,0.466209435952439,0.320610988020985,0.0693873311283864,0,1,1
581649f0b434f0000184d2a9,0.923040054421998,4.79243047450451,2.14155878159632,3.47909567555493,0.203756435471525,0.22554603611982,0.0508715752847071,0,1,1
586371807fbbcd00013972ad,0.547962139503898,2.27433886478078,79.0846849243092,3.43142170603851,0.169120788829796,0.795106724613887,0.0545463128526048,0,1,1
587418895c17910001ea4e75,0.621073760812001,3.65167842666785,9.91533625832041,2.83307777615147,0.719568243768482,0.670816837665157,0.3433021441184,0,1,1
58935d5d4d77be0001689f14,0.614740067446497,6.37753356272412,2.30038933320844,0.618232947758284,0.139138163299582,0.613801906427063,0.0662864115856175,0,1,1
58a5d6527cf56d0001f92567,0.821384665211382,4.03396795197751,1.81604310708826,3.02818813625171,0.537343034880476,0.641852919549283,0.0583418086182112,0,1,1
58acbfacea3d11000170e99a,0.597462837471437,1.85306339660258,6.46608844499073,2.3504088991744,0.421472047872904,0.656044873486197,0.108615675019931,0,1,1
58b0d5e700de9e0001863385,0.857100704300989,4.06556736975482,3.75316731970849,2.79357095411906,0.067033632079725,0.375781439094932,0.0109062191927231,0,1,1
58d2cb10f5899100018a05b8,0.702373552555959,9.67272652316622,1.87997110249995,2.55122079034079,0.612475900251271,0.600323274987237,0.0970302458298051,0,1,1
58f90ebc3f4fef000199e2fd,0.728646306100872,9.67067648563479,2.12975489560727,0.758359412271624,0.633105676794889,0.0481156719158552,0.0046570232899715,0,1,1
598fba148380cc00012a3ce7,0.603371252274471,3.53208510080728,4.02137825445399,3.08432422705799,0.648373492391484,0.770965408299324,0.168435003316333,0,1,1
59948cbdcf1d1700016efa45,0.911407410615659,6.05365095928796,1.62709971600482,2.76445131578733,0.657999783431248,0.308405473716338,0.0455397827427255,0,1,1
59ae8d282a78fd00010b80e7,0.717163653172778,6.51567971712387,2.33655972803443,1.88336520308763,0.231037093521909,0.307126877917481,0.0513421434288111,0,1,1
59c0782e5364260001dc4740,0.704751800719039,8.28682175414768,0.673331804578038,1.74065902788083,0.466298346682119,0.49979214949211,0.495211356876099,0,1,1
59dc458f77860e000151240e,0.864627450995134,5.78984228168984,1.74705051336725,1.35461640493054,0.611831233842229,0.276650901251641,0.0257588771781256,0,1,1
59f22a9fd6380600018b2929,0.794430106751067,4.99662791437209,1.40935471709928,3.16819593944053,0.744935670859004,0.685040156792375,0.304830170444607,0,1,1
5a348ea750833c0001ee9550,0.794133616359504,4.6313161805972,2.4452538213289,2.13016010092113,0.454591064905647,0.438265559493189,0.0862543774514783,0,1,1
5a443812817d1800018d1179,0.915067054413207,3.89906040531846,2.41488758820698,2.60886397387217,0.432754753309658,0.105379653196769,0.0115850475927971,0,1,1
5a5ec79cacc75b00017aa095,0.725178572049456,7.0588711957439,2.07422358486877,0.791058294668237,0.388624258790521,0.364693782074188,0.0693629397735298,0,1,1
5a6eac90d5d4cb0001d6815a,0.695616445812781,3.96926998886872,3.66245534464365,3.24771662263649,0.147154429553956,0.434737176199728,0.0885511132452799,0,1,1
5a95a63e4eecca0001dd4cfa,0.634775235023394,4.29963320602144,3.88349650372026,0.829980414811296,0.43161210755221,0.575561407435398,0.139208681953288,0,1,1
5a973481f05361000171dd86,0.595940383610484,1.80728962758113,9.54904723091463,2.80599330057598,0.348406259068948,0.786757543538678,0.373559741404087,0,1,1
5ac53209fa3b4e0001736f22,0.846871414031826,5.52891851466804,1.59381149789337,3.30527268589079,0.793663176127907,0.658773824638394,0.190917375850702,0,1,1
5afa19a4f856320001cf920f,0.690114065332811,14.3724509309495,0.706313749530317,3.25390557620588,0.47518286625359,0.5,0.0147108638830944,0,1,1
5b23d0784fb0d40001e95407,0.703801693269947,9.85355169593154,1.1421098714503,0.535208400332063,0.278357975281192,0.563128750702644,0.0178288376880032,0,1,1
5b78542ef642ed0001517ca0,0.949650696198789,6.06186493360885,1.83246465329928,2.33082758039216,0.482363386184771,0.288361864784099,0.0181551436913441,0,1,1
5b824fb6cc06660001a302d4,0.928650277892985,3.15614804226071,2.097870211806,2.74837217804834,0.599336056674711,0.112014056008629,0.0181179612997318,0,1,1
5b87b6932be8a60001f74588,0.53616049691267,6.66028064584549,7.22320032541041,2.11216468046478,0.766659918408748,0.706397368891525,0.562643450187032,0,1,1
5b87e73d53303600015ea51c,0.925752204518244,2.07215298818255,5.54573121089394,1.02172193369208,0.343477635400573,0.0205975181912084,0.0140768273674079,0,1,1
5b915c9d22d85d000115c0f5,0.870413604888516,3.95759525206306,1.72170523292676,3.41817344214696,0.799163850821977,0.689727197270589,0.397572701345837,0,1,1
5bcc60b95c2b810001dc68e2,0.660093566933249,8.46544545828522,0.747453360844736,1.65344202143443,0.164036998046748,0.5,0.19987484368607,0,1,1
5bdce4e219b9ba000157e993,0.675226319392006,4.29073141575737,3.19796760270222,2.32074053639864,0.65728010553732,0.484945711524887,0.100693502611249,0,1,1
5c095f832570ea0001642474,0.77030836031836,4.40263925515846,2.549748572607,4.06162572453616,0.0419876690862028,0.10651885287115,0.0086888251028675,0,1,1
