id,posterior_p_a,posterior_inv_temp,posterior_state_exploration,posterior_Rsensitivity,posterior_eta_d_win,posterior_eta_d_loss,posterior_eta_a_win,posterior_eta_a_loss,posterior_omega,fixed_parameter_exploration,fixed_reward_value,fixed_l_loss_value
53b98f20fdf99b472f4700e4,0.901524805481977,5.2940037976364,2.27387554890613,2.03883366635986,0.596535917664864,0.245891965003372,0.771383979702057,0.23511711869409,0.100720054683724,0,1,1
558fa9dffdf99b7ce2924662,0.830066196902754,4.82346949178294,0.713918832822384,2.28450946593198,0.732917498207667,0.267489436990109,0.629469473510272,0.468624755270881,0.217637635902883,0,1,1
5590a34cfdf99b729d4f69dc,0.806630315441973,5.68548551779232,1.00604602305019,2.23793944631566,0.743017858631291,0.328427960752536,0.517243245106064,0.49472021600536,0.645118030943707,0,1,1
5596a991fdf99b2d1e834690,0.535258359388111,5.99406513102719,6.49844768693423,1.34620325485368,0.706323712191951,0.623997094039781,0.784794175603792,0.36515811169951,0.41608746670303,0,1,1
55bcd160fdf99b1c4e4ae632,0.739944153496802,6.45344962961615,2.66553147945956,3.33542965154098,0.500328865365501,0.282236637137046,0.73158946887914,0.11731484065576,0.169749550951494,0,1,1
55cc7cfb74297e0005235c27,0.810716087895108,6.90236178100048,1.56888597341506,1.54115385509092,0.179158855048133,0.550474248914443,0.716810010017273,0.0833074423790585,0.0394952447909614,0,1,1
55eb04337480920010aa9e0d,0.856787386372847,10.0778917120088,1.33144320976856,0.652635359580171,0.42935269783067,0.412842198897683,0.670708346766861,0.167308886554094,0.0530480124229601,0,1,1
562c2ff0733ea000111630df,0.868809390113252,5.50128162263293,2.36514353832655,2.43241738737397,0.487805121881511,0.276908841887075,0.805840798298331,0.140023390658838,0.0979807024945098,0,1,1
562eb896733ea000051638c6,0.930766044547872,8.17732270463091,1.22368097861287,2.04114881896231,0.400030160189067,0.288736885358179,0.698416283371589,0.0760009660170771,0.0960793839846656,0,1,1
5658000ca9872d0011e1ba26,0.801206527589286,5.0712402613386,1.87666572815106,3.04825204310829,0.282431664505357,0.619905914433353,0.617683451440796,0.12438317433088,0.029818713989625,0,1,1
565bff58c121fe0005fc390d,0.695512501888064,6.22609630168454,2.49446644994153,3.26043490948533,0.265031938849429,0.369116843790275,0.786608165424347,0.057451218964872,0.154557010760589,0,1,1
56780a5a89319e0011644cb4,0.777356339853177,6.46944517338178,1.017005911511,2.90587658552595,0.734326477911496,0.106158697247514,0.495019390294857,0.436045400264791,0.345564216865922,0,1,1
567dd32b4f0ef30006dbb718,0.78752652802893,4.91520272100547,2.48805438636695,2.26036632154482,0.411706351890917,0.469656931163878,0.811203571348244,0.149449367214604,0.137401325705008,0,1,1
5685850c333cbd000d4e042f,0.786955572597662,7.47550335383085,1.94055171274591,0.453426795925814,0.570918362452731,0.359060359372098,0.772328775644514,0.164120462969942,0.112312483046905,0,1,1
568d0641b5a2c2000cb657d0,0.851191438731244,5.93181213618708,1.72875453118722,1.08936037423617,0.463529885384032,0.357806643125094,0.760810964861479,0.0828119005113248,0.0826924121005394,0,1,1
5694e7b5e0c800000b5a3841,0.744049939200844,8.18264211312281,2.09340511335933,3.67199511407082,0.348514792192047,0.261646679779243,0.804390632071254,0.0892611028605123,0.10057607268827,0,1,1
56b72c28f2fc70000c32fb37,0.951121576170722,5.92244023419026,1.82265802498287,2.35956284960216,0.450314746517183,0.474969792861226,0.438732751697316,0.0877174186665607,0.059294766669579,0,1,1
56e225c2ec0fdd000641e72d,0.683899769851755,3.00926934874929,3.51563622244076,3.35183002075923,0.639823716263411,0.672871211538837,0.75862038032922,0.459897842136723,0.317161589733393,0,1,1
56e8bf5a870a8e000b4a8d6e,0.949638794559026,4.81746910759591,1.29924052337518,2.86907351047296,0.671883787513196,0.450611636181165,0.133874664578532,0.0376205665421077,0.0204476789936661,0,1,1
56ec9fa4f9ffc4000ac1941b,0.885355779988778,5.21974839013046,2.05049598915081,2.98245690152311,0.156576452254631,0.298947668566811,0.765201272988305,0.185074797904814,0.0386843409965956,0,1,1
56f9364e895094000c8f4967,0.692354054821744,8.5464571672706,0.683863333486302,1.22093217958242,0.621712348318625,0.100426345315904,0.5,0.5,0.314468115151632,0,1,1
570f018053cc8f000f8d4bbb,0.717536657643147,6.96212701703252,1.96110058065715,1.37212756963988,0.250768990744689,0.245981534306103,0.718450318068889,0.187379067149226,0.103030644398719,0,1,1
5769a352f48c3b00016737f9,0.732713058061291,12.2840727321923,2.05308565628729,0.78394874443817,0.16322076546554,0.0731570976423147,0.740564961798254,0.550681289660217,0.175080234122293,0,1,1
576ad50bc8a90000010d99c8,0.890231397610513,3.34385833845532,1.42574065265275,2.4426838745003,0.411966963140964,0.532036649509453,0.671409110726668,0.34169442230235,0.0462511180905963,0,1,1
577599baca706f000190eb48,0.942708386372305,1.65335868676116,1.24530807347551,2.91649874666061,0.301157302420684,0.435775877012206,0.661663574082194,0.233738350348929,0.0188046913998712,0,1,1
57ad04adddc11d00015bb1c3,0.703784304435095,4.35671535862692,3.82270446360797,3.41811983530972,0.138860215356931,0.0623117768744317,0.832702464267215,0.0938205646720553,0.266085096605373,0,1,1
57b771677bcf1a00013f2ba8,0.932492105025582,5.1042493611692,1.97924933503605,1.98389463850359,0.15758166269104,0.506025154669778,0.492257633251448,0.105594257273941,0.0612909139947642,0,1,1
57d0a0bee3221e00015fe385,0.829516324363498,7.96142333884556,0.755359244250625,1.69843754052159,0.691135121374306,0.0950430372074068,0.615360022374513,0.264289728960571,0.289988854432726,0,1,1
581649f0b434f0000184d2a9,0.933719734158269,4.86556787050724,2.02224582733384,3.5266158975323,0.236766937262421,0.475006156229189,0.54109795368,0.155438641928166,0.0987041364200699,0,1,1
586371807fbbcd00013972ad,0.852314126721861,4.34575712659218,142.247215107757,1.24429453065535,0.266689475060339,0.437941549041118,0.848387791617252,0.239194384877494,0.0346239008111027,0,1,1
587418895c17910001ea4e75,0.653082639185518,3.97827460046938,7.04009090224253,3.08961545706975,0.666576137094504,0.457852697580912,0.80497732341637,0.09558064658829,0.361183638270598,0,1,1
58935d5d4d77be0001689f14,0.61284238480232,5.53006140939977,2.90023973286906,1.36538605889432,0.479251396834591,0.0628330844776097,0.648847006330258,0.462023126362609,0.115745903707357,0,1,1
58a5d6527cf56d0001f92567,0.801072616183765,4.69321039412359,1.86445829349267,2.55715161113539,0.562477911271964,0.295981212324479,0.823373618352421,0.188355126991038,0.0992982977429053,0,1,1
58acbfacea3d11000170e99a,0.654474104570488,2.06341284040863,4.41298714132721,2.51902751460546,0.388616604917615,0.400320029940857,0.697493874707633,0.327398391176293,0.118604997040866,0,1,1
58b0d5e700de9e0001863385,0.773749049443497,5.01665083608051,3.81033641100258,3.16585801938842,0.0559685498315831,0.157046694248158,0.845464824621437,0.0833128493850305,0.157999505382227,0,1,1
58d2cb10f5899100018a05b8,0.694693887358863,8.8134047443151,1.98984953500665,2.61301496741161,0.645058053352887,0.488921295643683,0.672647911463138,0.449224911557303,0.136094958054808,0,1,1
58f90ebc3f4fef000199e2fd,0.804432152730732,6.71146249653513,1.46185609371026,1.31835121958585,0.66828291160983,0.636465887295633,0.647091644072528,0.0839820509698756,0.0363344436891663,0,1,1
598fba148380cc00012a3ce7,0.663943889311013,5.25079873290799,2.22930051666235,2.63314460736082,0.394988176256622,0.624944260948493,0.775501738625233,0.104015571445238,0.0707174945020329,0,1,1
59948cbdcf1d1700016efa45,0.918294852216537,5.90089867138332,1.57629887766024,2.1619659983572,0.660263845070444,0.430685936037888,0.703620406733542,0.191033239673955,0.0923744620198887,0,1,1
59ae8d282a78fd00010b80e7,0.719554194278327,6.29307012775346,2.42564345216892,1.55016362292345,0.340646740230441,0.187707930474455,0.698758586283272,0.118792311534624,0.102292379454068,0,1,1
59c0782e5364260001dc4740,0.706391828008201,9.10762926637258,0.701142227041706,2.12121873637194,0.637524445323108,0.214823126718776,0.5,0.499831034000049,0.682016985493556,0,1,1
59dc458f77860e000151240e,0.844313372874034,6.27161815644456,1.5904558046717,1.61806601363259,0.380748078775778,0.595115683739595,0.671647223276658,0.166436931852431,0.0581802558328746,0,1,1
