id,posterior_p_a,posterior_inv_temp,posterior_state_exploration,posterior_Rsensitivity,posterior_omega,posterior_eta_d,posterior_eta_a,fixed_parameter_exploration,fixed_reward_value,fixed_l_loss_value
53b98f20fdf99b472f4700e4,0.767594236674019,9.9812088006313,1.69177456118419,0.528112531115742,0.0251903702127511,0.221484046961607,0.0838939977236407,0,1,1
558fa9dffdf99b7ce2924662,0.807801515628797,8.82887807316463,0.710032963041111,1.363018196151,0.132519029197413,0.364730789715667,0.434223857835428,0,1,1
5590a34cfdf99b729d4f69dc,0.749653795292638,7.50626713123511,0.676457614360712,0.951052511784404,0.449419343259298,0.625508899199507,0.477818402119728,0,1,1
5596a991fdf99b2d1e834690,0.61481567225633,8.78567159592404,2.96067722713319,0.599967973930151,0.433447478790653,0.66072096907211,0.610580760777807,0,1,1
55bcd160fdf99b1c4e4ae632,0.656111712221462,13.4433052393525,2.77517072944685,3.34743533526125,0.0837444671090944,0.15413821398049,0.0743517492368491,0,1,1
55cc7cfb74297e0005235c27,0.707456132690276,11.368553345025,2.20442590332786,1.0050149224208,0.11580511926685,0.10680807550998,0.0783331158239456,0,1,1
55eb04337480920010aa9e0d,0.791603608830906,10.9865289016966,1.27336344644239,0.638756900306441,0.0290639207417635,0.291700646291091,0.184906187153834,0,1,1
562c2ff0733ea000111630df,0.90341408638073,4.17182990900563,2.00168828897143,3.03024355786232,0.0177216408023316,0.426480554411168,0.446363248925398,0,1,1
562eb896733ea000051638c6,0.9530920102241,16.692972544336,0.736063356811102,1.34969733831849,0.138881421366911,0.155335071920958,0.0744983885733822,0,1,1
5658000ca9872d0011e1ba26,0.745503246047381,7.47587676134127,2.20170606692703,2.0728785444915,0.128274701282862,0.258293570594609,0.0719179586651528,0,1,1
565bff58c121fe0005fc390d,0.624677052319033,17.7725861564476,4.19079991050576,3.26466331380079,0.248162275433421,0.090169092050408,0.0539710013859191,0,1,1
56780a5a89319e0011644cb4,0.620914721149712,5.49025122738826,0.474296320957953,1.68708635808514,0.143895321802029,0.501572998833669,0.48362858712117,0,1,1
567dd32b4f0ef30006dbb718,0.680481772941843,6.18088811727525,2.39960628058467,2.86476266032664,0.193037655221441,0.36357284765975,0.536235215984434,0,1,1
5685850c333cbd000d4e042f,0.674996317104166,12.3257843598831,2.22978609684855,0.38996818038812,0.0929869286381454,0.184591773710364,0.136718908593312,0,1,1
568d0641b5a2c2000cb657d0,0.695199209110799,11.5097204868017,2.35246270136427,0.728095694388283,0.135483845719518,0.148095155328347,0.0458732116916932,0,1,1
5694e7b5e0c800000b5a3841,0.652153204733077,15.6522163560356,3.23979399318008,3.57803063573836,0.0638151672723953,0.131570519598616,0.0556661949013956,0,1,1
56b72c28f2fc70000c32fb37,0.84855586851871,7.37828580538822,1.49021894135947,1.59555700159216,0.0594006781226422,0.304685740398928,0.112761413522265,0,1,1
