id,posterior_p_a,posterior_inv_temp,posterior_state_exploration,posterior_Rsensitivity,posterior_omega,posterior_eta_d_win,posterior_eta_d_loss,posterior_eta_a,fixed_parameter_exploration,fixed_reward_value,fixed_l_loss_value
53b98f20fdf99b472f4700e4,0.787851169788203,7.47329369695228,1.84491405508734,1.19043418793124,0.0384559898554969,0.397113508789659,0.139981572628416,0.154108145150305,0,1,1
558fa9dffdf99b7ce2924662,0.833266932497201,8.02720688447969,0.687837142721326,0.949105288620483,0.28476258222398,0.665485336467145,0.192969904373701,0.416570309582092,0,1,1
5590a34cfdf99b729d4f69dc,0.744006025983649,7.85394789665237,0.748414503954926,1.21820603457992,0.676037285510209,0.675939123517212,0.284886604477921,0.467385036473076,0,1,1
5596a991fdf99b2d1e834690,0.614812009165283,8.96440905574768,3.0109323748254,0.624281830834578,0.466983070160004,0.641176524741519,0.543892774297868,0.604188622109189,0,1,1
55bcd160fdf99b1c4e4ae632,0.658221675248973,10.3386309622118,2.82553687334103,3.2731659673973,0.124272667582895,0.259175690246997,0.137021567124446,0.125145010503997,0,1,1
55cc7cfb74297e0005235c27,0.72420375791062,9.84521919525164,2.05856000824927,1.02880857594357,0.100025750743282,0.134133050209378,0.220734554555762,0.0953554834797654,0,1,1
55eb04337480920010aa9e0d,0.827923146289371,8.80513300316757,1.27138871667047,0.650984889223784,0.037743401290879,0.444897057074802,0.264269930608545,0.319203013573999,0,1,1
562c2ff0733ea000111630df,0.916776669409241,4.08043637741111,2.14002516019746,2.83143937835451,0.0201763516033055,0.597164266735842,0.243863123757996,0.467153696931008,0,1,1
562eb896733ea000051638c6,0.947482819106775,8.68234559558565,0.780634408447285,1.5891262653824,0.345822184936444,0.617143813102204,0.147858604958669,0.109307197797857,0,1,1
5658000ca9872d0011e1ba26,0.781866995107682,6.29384748993395,2.01557636502399,2.03007786525226,0.120494029252774,0.372657763603405,0.370227336459895,0.0965162953471491,0,1,1
565bff58c121fe0005fc390d,0.632129155808211,13.2692623197066,3.71427040623511,3.32677871315683,0.246584692313078,0.127195171069943,0.129951527187994,0.085988897397671,0,1,1
56780a5a89319e0011644cb4,0.703479137483533,6.81586566740092,0.530133979960086,3.00865978721321,0.348548965746133,0.72003871534457,0.100253849549303,0.37878849756122,0,1,1
567dd32b4f0ef30006dbb718,0.679308196697659,5.90760157209155,2.51345311542259,2.71914521913255,0.210679173484157,0.428155190713464,0.278566952578822,0.59584648256809,0,1,1
5685850c333cbd000d4e042f,0.688027760553994,9.54312185760486,2.08198084668282,0.390494598185702,0.127816548262813,0.369766672926616,0.17587720677881,0.255389920739649,0,1,1
568d0641b5a2c2000cb657d0,0.895756531769813,6.10863504079036,1.38611676680443,0.556475182365417,0.0771460187539715,0.651422515870869,0.171144240267482,0.121078624267265,0,1,1
5694e7b5e0c800000b5a3841,0.655744172563771,13.5910140121288,3.24884001787941,3.16575954246189,0.0797964825679713,0.170871175102886,0.110019742749092,0.068129508213419,0,1,1
56b72c28f2fc70000c32fb37,0.853830159070377,7.33123044343526,1.48653630089547,1.09381749143471,0.111681829470873,0.435496366432187,0.151784799294878,0.116241005803838,0,1,1
56e225c2ec0fdd000641e72d,0.771798277746847,6.40923425264433,1.20775037652645,2.26881414201931,0.500587086065256,0.522998264951648,0.534367761434867,0.450631138474638,0,1,1
56e8bf5a870a8e000b4a8d6e,0.857268649654617,6.10972862498789,1.31638522589498,2.12364466845986,0.314200160308996,0.793512059795553,0.178210897773691,0.114781529973585,0,1,1
56ec9fa4f9ffc4000ac1941b,0.814727643187205,6.27439672746429,2.2035855704141,2.91763468858959,0.0849520001437534,0.188548178954401,0.182188615644741,0.277872994145221,0,1,1
56f9364e895094000c8f4967,0.559836425146368,8.61918212519072,0.763505348607616,1.18079869992245,0.311225930814562,0.611472877267236,0.0987470906054188,0.5,0,1,1
570f018053cc8f000f8d4bbb,0.622553531485636,5.86980184561784,2.57822928817623,1.88079293391473,0.0885771563895713,0.341081612651446,0.294556925622268,0.497841603050205,0,1,1
5769a352f48c3b00016737f9,0.698177341107404,16.4687442985456,1.63567803756868,0.714170537187745,0.276527330611587,0.211462680164414,0.0687353704941266,0.713734052777552,0,1,1
576ad50bc8a90000010d99c8,0.858321778030741,3.48733910836252,1.23211943601269,2.14200736556958,0.0435437262493554,0.438180425882181,0.444142375436845,0.420016072022564,0,1,1
577599baca706f000190eb48,0.940790003040615,2.04841756570013,1.10623653880348,2.53638258047107,0.283842799972115,0.356182336970088,0.460510083328217,0.287633815342754,0,1,1
57ad04adddc11d00015bb1c3,0.660852770925415,6.39942958621389,2.70123706709678,3.3464294673046,0.159441822945024,0.108093426176556,0.0460737088594072,0.256949681117594,0,1,1
