id,posterior_p_a,posterior_inv_temp,posterior_state_exploration,posterior_Rsensitivity,posterior_eta_d_win,posterior_eta_d_loss,posterior_eta_a_win,posterior_eta_a_loss,posterior_omega,fixed_parameter_exploration,fixed_reward_value,fixed_l_loss_value
53b98f20fdf99b472f4700e4,0.801946983973732,6.88483125620203,1.77839731186951,1.35472708528641,0.43959129401559,0.135014660581879,0.229083717994754,0.197957348775135,0.0454717287196422,0,1,1
558fa9dffdf99b7ce2924662,0.832241971060315,7.93737443949117,0.68487772689467,1.00532799306834,0.668635491021431,0.194515568152711,0.492952293586478,0.436340874634903,0.285013610520979,0,1,1
5590a34cfdf99b729d4f69dc,0.744749465075851,7.79719117593092,0.739578050601167,1.21726754396354,0.676085044959157,0.296290817133301,0.500151113053397,0.47377734653612,0.664641039586493,0,1,1
5596a991fdf99b2d1e834690,0.624873651237172,10.1529425355379,2.77902746339919,0.567036357298208,0.593981776091613,0.491166098212605,0.708969348599921,0.233415210276038,0.475448026957727,0,1,1
55bcd160fdf99b1c4e4ae632,0.682724062301753,11.1479476466621,1.94173960505983,2.7857096672332,0.384999898382274,0.092631852790074,0.604728006765115,0.0621978000289981,0.32255232101295,0,1,1
55cc7cfb74297e0005235c27,0.724575986440635,10.6148790729446,1.64801611703597,1.58336715584477,0.199848577976141,0.24418263592075,0.565090268613177,0.055964379351514,0.384760247702815,0,1,1
55eb04337480920010aa9e0d,0.793741396454103,11.0344774318496,1.17222854943643,0.656039922551397,0.328275288717033,0.181857785687802,0.621682673643426,0.210151312347768,0.0823490829691976,0,1,1
562c2ff0733ea000111630df,0.882844042387815,4.58589858461074,1.93829144268188,2.53456075361396,0.52365615050382,0.216208138297497,0.766127175999758,0.459429401220083,0.0246559008773293,0,1,1
562eb896733ea000051638c6,0.755301496489713,14.2306098420954,1.24177059415963,1.23361518688783,0.385823554132217,0.0952215879756223,0.681174652565592,0.0353467592178087,0.432894596202288,0,1,1
5658000ca9872d0011e1ba26,0.771488420824062,5.76950675784481,1.86910497014186,2.42888499496236,0.374288598001349,0.40473299926336,0.334910106332018,0.0946945787363441,0.131615109403121,0,1,1
565bff58c121fe0005fc390d,0.682670234318705,11.9327793896534,1.73352185762324,2.48104051286059,0.196599841077078,0.175943630502455,0.650626805775001,0.0499016954947399,0.323839390455266,0,1,1
56780a5a89319e0011644cb4,0.704287977211946,6.8210564785078,0.527207075698764,3.01863953669236,0.719025373065224,0.0999967175488627,0.495950666569554,0.376260548031054,0.348763108378967,0,1,1
567dd32b4f0ef30006dbb718,0.69676027869106,9.49683422937673,1.90651201175248,1.98696630306749,0.345019711248291,0.157873641571577,0.707587352634938,0.0946903359247562,0.37544026558522,0,1,1
5685850c333cbd000d4e042f,0.706977040554387,12.3285565439548,1.56082299434321,0.272277891382055,0.328105653120612,0.129875341397443,0.658817923406171,0.124218646346538,0.240081991900292,0,1,1
568d0641b5a2c2000cb657d0,0.759493065024473,9.04906812279373,1.40617291976615,0.534234225900564,0.31478640418999,0.118089585393136,0.638675003343227,0.0914509897696328,0.18036070598187,0,1,1
5694e7b5e0c800000b5a3841,0.697102859885853,14.5506338397748,1.79272261261708,3.09740462850495,0.26031911032745,0.112817808334506,0.630227675441711,0.0937468690386488,0.209270348951722,0,1,1
56b72c28f2fc70000c32fb37,0.855381578353644,6.98129919800612,1.41220488985444,1.06635609750509,0.499991123557209,0.120547674708243,0.332039116529139,0.114580692906354,0.16202163996348,0,1,1
56e225c2ec0fdd000641e72d,0.761913899083106,6.67108174942415,1.24311857443005,2.1598145208319,0.511885509947363,0.508905852769111,0.582284305799323,0.306189273795171,0.512025162094008,0,1,1
56e8bf5a870a8e000b4a8d6e,0.883234783096661,5.81654001653702,1.23371686902271,2.46114312408471,0.808571831131062,0.176850658010089,0.354776617487792,0.135448973565498,0.320748355803155,0,1,1
56ec9fa4f9ffc4000ac1941b,0.787370943825773,6.68920835727861,1.94581024130869,2.60563700590678,0.214164729591821,0.175777327137487,0.652457753346306,0.25809078891596,0.124099933612181,0,1,1
56f9364e895094000c8f4967,0.558670434215378,8.64640777579643,0.786745188029613,1.17360670979236,0.60742298434358,0.0980438342160751,0.5,0.5,0.311083442031455,0,1,1
570f018053cc8f000f8d4bbb,0.664244428742187,10.2404522774749,1.73818998059,1.13091704331716,0.189250033645889,0.123986249065465,0.654677725129108,0.097863478817269,0.244112486432944,0,1,1
5769a352f48c3b00016737f9,0.699749773622763,18.1359607501017,1.6022633423393,0.74234907501895,0.215563690658316,0.0607035819072678,0.712744929319325,0.430737936091213,0.352056853596393,0,1,1
576ad50bc8a90000010d99c8,0.860072575220457,3.45638885373221,1.2295511503965,2.16467275555643,0.434801917561215,0.442387006376717,0.469587663464617,0.454241819200895,0.0429482172468159,0,1,1
577599baca706f000190eb48,0.936350081076255,2.11893373995692,1.10058696212211,2.50837818008814,0.329261791204372,0.458600760049739,0.578885055829987,0.231988343991008,0.249391055772028,0,1,1
57ad04adddc11d00015bb1c3,0.65346565640167,8.39985127033139,2.26300686271421,3.08727639369451,0.136779157561405,0.0424026666511471,0.709850893374301,0.0647490159501424,0.44131289365115,0,1,1
57b771677bcf1a00013f2ba8,0.913282955091806,5.39535800953218,1.74804000710612,1.38695338775209,0.187049212243945,0.438160505771342,0.303554952971315,0.276610910133533,0.0335481205632868,0,1,1
57d0a0bee3221e00015fe385,0.760874191832014,8.95213789729313,0.518107517194946,1.56155668710352,0.684140656826046,0.0757942556230117,0.569687792140325,0.2791316040331,0.343497393237034,0,1,1
581649f0b434f0000184d2a9,0.733770342533186,6.49120977218409,1.67039131494295,3.34744755706223,0.289004347485399,0.280100355489798,0.597857598569433,0.109677509391176,0.281985949023835,0,1,1
586371807fbbcd00013972ad,0.909967686895032,2.75858126673895,4.32971652824473,1.63937466837449,0.291505068378893,0.61676833919131,0.218143681642001,0.171001708843879,0.300811814786486,0,1,1
587418895c17910001ea4e75,0.599723366462452,4.69121662976999,4.16619430731059,3.04501250685119,0.675960955728459,0.39649127507069,0.801999261857782,0.0740394668126911,0.447214387047348,0,1,1
58935d5d4d77be0001689f14,0.57661593798419,5.80275921026579,2.41850735736125,1.30925899577106,0.439277887639124,0.0569364859148635,0.63582063245156,0.476252043403133,0.111779858499705,0,1,1
58a5d6527cf56d0001f92567,0.729101841326601,5.80000397225847,1.39051605565332,2.11054687562212,0.451440797687563,0.180046422683773,0.749409500779187,0.206139298325917,0.127210822271236,0,1,1
58acbfacea3d11000170e99a,0.709229414221298,6.12011706658471,1.88035036993309,2.09242243482553,0.33346111424851,0.19131160755937,0.646978989423255,0.0539290119509086,0.7111019280729,0,1,1
58b0d5e700de9e0001863385,0.801806215951465,4.5740167239052,3.03932873020419,1.84286854877908,0.0860212291427951,0.24575737196207,0.735229349977507,0.401954524883577,0.0111521783269027,0,1,1
58d2cb10f5899100018a05b8,0.69501381889832,12.1453024305716,1.39977448129866,1.47404885764105,0.586811073482948,0.393903648419155,0.584345588464256,0.346943073912438,0.205742166040139,0,1,1
58f90ebc3f4fef000199e2fd,0.737036999574878,8.39132925585414,1.59340207736293,0.756595214428286,0.637179619362856,0.363523247984884,0.432850905743541,0.0603095986459802,0.140843012008168,0,1,1
598fba148380cc00012a3ce7,0.635153305176631,6.17247049945013,2.17302549491841,2.20938474171063,0.387490458285504,0.280052105227683,0.731569159790703,0.109287759681336,0.220593407882964,0,1,1
59948cbdcf1d1700016efa45,0.748709493456817,11.6664972573082,1.50657181898108,1.24278228926018,0.483847547752611,0.109741891708467,0.508258401338921,0.148479658066058,0.377313006538321,0,1,1
59ae8d282a78fd00010b80e7,0.644573297689896,8.25142570297951,2.34663672406942,1.13576796344391,0.322958888264634,0.0893842803833068,0.632057028950354,0.0933508824211784,0.214864348594389,0,1,1
59c0782e5364260001dc4740,0.640607814225716,9.60992740527894,0.622110512204512,1.9891229721378,0.620670575635817,0.208767691129345,0.5,0.500304936505967,0.675709538098963,0,1,1
59dc458f77860e000151240e,0.758206948506593,7.52276160581845,1.44222535043388,0.874266778469688,0.329337849542714,0.454676841276245,0.446054601149755,0.198505638620264,0.0555489287387692,0,1,1
59f22a9fd6380600018b2929,0.81947398332508,10.4630900266797,0.826858582959926,1.47713316483231,0.617042304829805,0.406883533763455,0.550374325743612,0.419634723079927,0.443553533107495,0,1,1
5a348ea750833c0001ee9550,0.665993006709407,6.16637197099417,2.21213138695638,0.966183606664859,0.547073619671357,0.179024331994088,0.639753254469319,0.0903914242804468,0.246967587470319,0,1,1
