id,posterior_p_a,posterior_inv_temp,posterior_state_exploration,posterior_Rsensitivity,posterior_omega,posterior_eta_d,posterior_eta_a_win,posterior_eta_a_loss,fixed_parameter_exploration,fixed_reward_value,fixed_l_loss_value
53b98f20fdf99b472f4700e4,0.788220150893268,9.106123341148,1.5719032525668,0.556917252543467,0.0262135979207684,0.252670356733124,0.125774179349579,0.110372112515191,0,1,1
558fa9dffdf99b7ce2924662,0.809741605775909,8.56788057529529,0.6945516816661,1.4649504766762,0.133515079637398,0.383639716483601,0.486017187579091,0.46061020270412,0,1,1
5590a34cfdf99b729d4f69dc,0.749751494055459,7.50655065913075,0.675439214692142,0.950674520853684,0.449404963385665,0.625556273670097,0.504123749065327,0.473148074497079,0,1,1
5596a991fdf99b2d1e834690,0.625077443007179,9.94633508274554,2.71034511200503,0.533280294520074,0.440720597191116,0.597538173104447,0.70516245586028,0.237776935910556,0,1,1
55bcd160fdf99b1c4e4ae632,0.697295484029684,11.0897657798783,1.6035880232908,3.14445033124481,0.14540690251334,0.229360190598151,0.392477993361136,0.0964586301360326,0,1,1
55cc7cfb74297e0005235c27,0.723499905833467,11.0632671109504,1.65024363711288,1.52098056734459,0.39573809326636,0.196583375234486,0.543745169295382,0.0545597953391586,0,1,1
55eb04337480920010aa9e0d,0.801155881751508,12.5350352798841,1.08182742497127,0.616275595341535,0.0561602281633943,0.255896136378728,0.542851700697611,0.196629191849851,0,1,1
562c2ff0733ea000111630df,0.867165991147808,4.67860589500277,1.82326569156296,2.86729638807186,0.0214147032382688,0.362438132457333,0.751830337300695,0.443800736346926,0,1,1
562eb896733ea000051638c6,0.826539229039351,18.3272247759563,0.883092149157373,1.22912213992592,0.179612548127956,0.157929445920962,0.643603106554737,0.0412428790111073,0,1,1
5658000ca9872d0011e1ba26,0.764420669821656,6.08446947161557,1.88155960015038,2.39381687347728,0.14029528404016,0.335482297646491,0.296064219697411,0.0843651960906361,0,1,1
565bff58c121fe0005fc390d,0.68354622703288,12.2614514385689,1.70884173622077,2.61315936402963,0.310959594698773,0.172214660748411,0.625817429627908,0.0493430781868382,0,1,1
56780a5a89319e0011644cb4,0.620164661635697,5.45460569758448,0.471722402393721,1.77512361050303,0.144142094705537,0.508290765930341,0.496415469575231,0.491046263610139,0,1,1
567dd32b4f0ef30006dbb718,0.697376099933271,8.8546281962279,1.8175771128533,2.05782398077053,0.290528517455154,0.281251740423987,0.671947725808078,0.104781516347014,0,1,1
5685850c333cbd000d4e042f,0.702516194737127,12.05170132762,1.5126526396494,0.315277267844467,0.173448529102155,0.254449818904538,0.560730106292758,0.126350056162616,0,1,1
568d0641b5a2c2000cb657d0,0.739840069745817,9.19653040790888,1.41657896399932,0.659470556702978,0.184227398014489,0.241330172947933,0.563865480293692,0.0689360665005318,0,1,1
5694e7b5e0c800000b5a3841,0.705359064039457,14.208438284191,1.62797310252974,3.62310977280394,0.130187923966204,0.213228916690966,0.59437776302376,0.122795337905609,0,1,1
56b72c28f2fc70000c32fb37,0.878395115206715,6.8007985296309,1.41578922921363,1.71501206093762,0.0637602167134651,0.331919863842852,0.197043939744857,0.147992331286669,0,1,1
56e225c2ec0fdd000641e72d,0.762861701568279,6.64262531602757,1.23809877615084,2.17033649819256,0.511014330044492,0.513064389688418,0.582341995757882,0.317034710393962,0,1,1
56e8bf5a870a8e000b4a8d6e,0.877419025023894,5.57236601739749,1.13746841118423,3.01887123876119,0.203892204985565,0.68344596737341,0.345386217291223,0.103079591259213,0,1,1
56ec9fa4f9ffc4000ac1941b,0.788046135258748,6.79766722449213,1.9085902818638,2.62908819579391,0.114422228889629,0.176885369646986,0.630618404898033,0.256291039406265,0,1,1
56f9364e895094000c8f4967,0.540280004892133,8.38130549004972,0.880324535060696,2.78438391216116,0.0829758605421708,0.181073336221539,0.5,0.5,0,1,1
570f018053cc8f000f8d4bbb,0.668221555522798,10.6466144873783,1.65603895539497,1.32835570025706,0.210994299621697,0.137571927148305,0.617293816994723,0.108593928353572,0,1,1
5769a352f48c3b00016737f9,0.718010421768582,17.895871855059,1.40637272054146,0.550308923671494,0.151151236950189,0.113466358360264,0.592822158231506,0.700418663461249,0,1,1
576ad50bc8a90000010d99c8,0.857664274559645,3.49733300435532,1.22675218936674,2.20527495331765,0.043271623925274,0.397049493777582,0.471762632137803,0.452702059496964,0,1,1
577599baca706f000190eb48,0.934095701019122,2.19733827290741,1.07427706109466,2.50523967526318,0.266622882036128,0.303087696433562,0.579629626277634,0.233708755860952,0,1,1
57ad04adddc11d00015bb1c3,0.646455370273321,8.11259959679321,2.34120549200196,2.88793033425451,0.43680781692824,0.062914917838973,0.699866664536295,0.0659475832788942,0,1,1
57b771677bcf1a00013f2ba8,0.903152912138189,5.56907235919817,1.69735207426857,1.19353723535583,0.0367467885860043,0.160520895419143,0.299752849432357,0.249948251632907,0,1,1
57d0a0bee3221e00015fe385,0.713245838930808,8.87215828354164,0.508016692886612,0.730321980369269,0.0653069652085287,0.451120355940367,0.577428108415394,0.309004574323113,0,1,1
581649f0b434f0000184d2a9,0.731751335565974,6.66574358517943,1.66726048756862,3.39381632631174,0.277565023736191,0.261328853076164,0.564272698909128,0.103909574207288,0,1,1
586371807fbbcd00013972ad,0.915052052558761,2.74141283674906,4.35099662365829,1.65867473389669,0.259361516295,0.392986977472793,0.195703939887705,0.165299616387626,0,1,1
587418895c17910001ea4e75,0.600208070934465,4.62682133685164,3.90027235630505,3.10218185535359,0.411661126331591,0.607744662732312,0.797615684370737,0.0783131415098555,0,1,1
58935d5d4d77be0001689f14,0.578553255632684,6.63101066936637,1.98101919607193,0.62388715321625,0.0641773512854712,0.127754729698085,0.62836289924488,0.507563411409363,0,1,1
58a5d6527cf56d0001f92567,0.742131949348383,5.87438489608291,1.2943195832894,2.08579694452407,0.0807112357702385,0.362215771448187,0.700881895255248,0.247617883603272,0,1,1
58acbfacea3d11000170e99a,0.70631499014127,5.99892481062816,1.8762292880818,2.31559226911835,0.660554444945924,0.247672233915114,0.611535281328295,0.0547255982765695,0,1,1
58b0d5e700de9e0001863385,0.7903454765596,4.79805480579056,2.91013519453522,1.76895100777371,0.011110421081124,0.0791117415405749,0.701265260049136,0.380069359151977,0,1,1
58d2cb10f5899100018a05b8,0.704075582366408,12.9344302004118,1.31186990065806,1.82111081559633,0.144231972458878,0.551411667831853,0.539185004263867,0.421859051796402,0,1,1
58f90ebc3f4fef000199e2fd,0.7342832981213,9.0718644564518,1.57487493211488,0.68921511264901,0.0971730869476184,0.589682417090443,0.310828824739785,0.0559780600516648,0,1,1
598fba148380cc00012a3ce7,0.630569761909256,6.05967044882259,2.12665558359566,2.34348167535249,0.175098970077807,0.366147492671878,0.731109194157128,0.115338839886303,0,1,1
59948cbdcf1d1700016efa45,0.744531281516142,9.61121347288415,1.44713768720601,2.26153638670314,0.220260873132999,0.396502134922159,0.41065882517861,0.155117298886655,0,1,1
59ae8d282a78fd00010b80e7,0.666034540846995,9.10808371431913,1.76083993995154,1.05515021383573,0.106610251669914,0.174060400796311,0.513261631487029,0.125249169245897,0,1,1
59c0782e5364260001dc4740,0.608272550667645,8.559320754234,0.592967455072907,1.75523323434047,0.488780677506589,0.452056480358753,0.5,0.500423227280697,0,1,1
59dc458f77860e000151240e,0.714131473665768,8.80268716748826,1.5560626892737,1.24574300631414,0.160632371609049,0.179421837266766,0.457288285223312,0.102890415743455,0,1,1
59f22a9fd6380600018b2929,0.823309710521255,10.4881036949423,0.804178164299046,1.69085600170462,0.352520797960312,0.550732312791795,0.5491383210978,0.419116696624686,0,1,1
5a348ea750833c0001ee9550,0.662010486990464,6.38486300332665,2.08480353042805,0.879498295669507,0.193262853525355,0.376641565954981,0.55765490862913,0.0869746776483699,0,1,1
5a443812817d1800018d1179,0.87129906243707,4.03161407379863,2.06858406124296,2.29127519378864,0.031818241580118,0.36193012492981,0.281157918913715,0.124722599379644,0,1,1
5a5ec79cacc75b00017aa095,0.705855314505418,10.4180668959637,1.23705311290742,0.344617767531371,0.119701860786894,0.274512166112788,0.636666189162756,0.102454884218059,0,1,1
5a6eac90d5d4cb0001d6815a,0.702515476310703,10.1889540963178,1.58091619589713,0.970847761074614,0.299079342082127,0.162809819708417,0.571697495195052,0.0570882245972887,0,1,1
5a95a63e4eecca0001dd4cfa,0.675826678224896,10.160738594871,1.74372682253347,0.56073202289731,0.338259599831988,0.200168675853314,0.640531349872805,0.0532426648189328,0,1,1
5a973481f05361000171dd86,0.64073404471084,4.71804906960275,2.48961810948453,2.35193026488963,0.257746590962895,0.213397071489116,0.723578015708081,0.0446011774657377,0,1,1
5ac53209fa3b4e0001736f22,0.828515409311106,10.355385971542,0.842548117273045,1.66494700323054,0.228372848926326,0.597918241079515,0.522276742063007,0.389794432543758,0,1,1
5afa19a4f856320001cf920f,0.663581842528235,14.3425389828382,0.686973023987197,3.22688176650568,0.014518727284559,0.48515707183931,0.5,0.5,0,1,1
5b23d0784fb0d40001e95407,0.670899327871499,9.91321512480326,1.08752708368759,0.554668029756302,0.0144353671035647,0.267274536474398,0.594501168999247,0.495645270080103,0,1,1
5b78542ef642ed0001517ca0,0.901181429351968,7.24135744474519,1.51489374697467,2.59581764368544,0.0984132407810831,0.382051497923658,0.404017448409089,0.434895558679213,0,1,1
5b824fb6cc06660001a302d4,0.823003809738372,3.38933286502968,1.82941118762591,2.76292610815269,0.13941963265988,0.528345418484192,0.537377185087854,0.111422561237672,0,1,1
5b87b6932be8a60001f74588,0.63972451388143,10.35501278443,2.12042427861155,0.884153413340032,0.554743311447828,0.596865847099765,0.653211326419894,0.268324854910784,0,1,1
5b87e73d53303600015ea51c,0.838105370851846,2.37438394093399,4.89801663087192,0.867559017389682,0.560760674904385,0.589728939841605,0.17759079081429,0.111088349640983,0,1,1
5b915c9d22d85d000115c0f5,0.793089073574572,8.44064682226176,1.02363709903142,1.15210413848726,0.52144416834798,0.73532502086703,0.497228201659553,0.26758811583308,0,1,1
5bcc60b95c2b810001dc68e2,0.535721081920261,8.33209077647111,0.888645954742568,1.64762885673392,0.196057530617622,0.1674026367177,0.5,0.5,0,1,1
5bdce4e219b9ba000157e993,0.689356371801081,9.81203696293757,1.61279739577914,0.865905884512654,0.0372199662949404,0.345135230504135,0.261227778234225,0.0251685556447779,0,1,1
5c095f832570ea0001642474,0.704653872619451,9.86885114672217,1.75520028044095,2.7154723575005,0.254114776778408,0.0365106419522647,0.582004620042142,0.0841919196321155,0,1,1
5c0cb29e1b80df00017843d2,0.63076610660313,7.82449521625264,2.88327044777369,1.64997837177636,0.435827671623884,0.31362080699487,0.69129665367005,0.22388013613389,0,1,1
5c1188f4aa52ac00010697a6,0.49930986158811,3.95718704601518,7.098380203407,0.838241232630364,0.215949583768083,0.400552617928234,0.655307421014694,0.646258335184496,0,1,1
5c27f83289f035000174a168,0.928196835106382,3.74167973558536,3.10564135124611,1.10365137905633,0.0311887587707656,0.236962951649955,0.155597682031845,0.0929012103881185,0,1,1
5c28feff5ffcb7000128a541,0.750512792682953,7.95674011629729,1.09850549530118,2.42864938006517,0.356678455977903,0.40181873336828,0.698415388491805,0.162913826988038,0,1,1
5c32e9588573070001641744,0.673231361969756,8.84666900938453,2.00173712874319,1.78009714585879,0.261761153548329,0.0953852394500646,0.442939952884651,0.0533226985675199,0,1,1
5c3c1617f5ebd500018596cb,0.709919275629028,10.9002294285682,0.62986483034626,0.384224353670038,0.658208416376367,0.582441739175926,0.499122556075169,0.5,0,1,1
5c4ea6cc889752000156dd8e,0.769354058516591,9.50640293246614,1.38768553818756,0.802854763064125,0.227560526251858,0.17220327509916,0.432006172473085,0.139152839375773,0,1,1
5c52bfa7d3cc6b0001d9352e,0.704442501109117,6.76661561240211,1.65958866997366,1.50566843055033,0.290954001055841,0.210560606581119,0.570094901779454,0.0952475322925595,0,1,1
5c567e2acc53750001751cb0,0.722510597381382,10.1575696532128,0.661569823364377,1.15492176661355,0.243852950705609,0.492283917229096,0.50529561235627,0.500997895252534,0,1,1
5c61ab19776b38000156cc95,0.739699404992121,10.9913327039314,1.57413551169759,1.67712246788995,0.691573515076332,0.467623338386465,0.620604228294535,0.0598061080380264,0,1,1
5c699a5d21e90e00018e80b3,0.582772516145628,7.22680022222721,2.82473479431106,2.6676000828146,0.115610631565023,0.287265605713199,0.606632414145745,0.469971754903194,0,1,1
5c69f9dd4b5bb30001b3d31c,0.761863559037811,13.4881572953562,1.21629744465933,0.37665078061851,0.225300662989985,0.269893859203801,0.410352520662381,0.0570027808285058,0,1,1
5c9623dd35599200175642e4,0.679605107485901,7.4869015081449,2.88608866395214,2.0279867120316,0.0437421113437545,0.127356031972966,0.17599460737781,0.0742688801431621,0,1,1
5ca749ff98b35f0001f7559d,0.876546827364021,2.40682114018405,3.35637895234112,0.935782091532245,0.658792845137288,0.552028836373353,0.260253649050167,0.203430103133679,0,1,1
5cad159b9488590017fcc497,0.729333679428719,5.44299668034983,1.27433255579293,1.85048965089492,0.149127194204502,0.359909498706017,0.660788420230902,0.229434937159665,0,1,1
5cd08e2ff59e0a0013563602,0.540346204758719,6.81423208557417,3.6192022211772,1.85027620794158,0.329586552475265,0.169662826519227,0.607805989362877,0.559478538729802,0,1,1
5cfecc1e96681500168a1799,0.672996067552636,9.48672774436463,1.91866773907531,0.879617422605764,0.11798207257866,0.297070608397873,0.413341514062909,0.0882153650966996,0,1,1
5d012930cfeb82001817c9c9,0.684171633828262,12.3454602568812,1.32456310017611,1.84727490854637,0.1225292547445,0.555222862348153,0.550118166727179,0.490975636232374,0,1,1
5d016916c12fb900015320ea,0.627432129368401,3.86337456604671,2.71279045655115,1.28541290155228,0.422564864817922,0.462333418473687,0.741660239506591,0.0992021725119308,0,1,1
5d0a8a22c0fd80001626e38d,0.707003920862023,17.0770787074455,1.58629264326634,2.04159369495996,0.297528057505143,0.141392239024331,0.592615107319893,0.0668750914538826,0,1,1
5d2e4267565e1200017efb42,0.756258912293889,9.21101871336057,1.28710840032062,2.07243676330322,0.62026973350918,0.385767385850298,0.599940372951123,0.38303641089293,0,1,1
