id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d_win,posterior_eta_d_loss,posterior_eta_a,posterior_omega_d,posterior_omega_a,fixed_lamgda
53b98f20fdf99b472f4700e4,0.926150544078951,1.56950750280261,1,0,0.709091060883191,8.21522886640915,4,0.071082317144112,0.10423561171505,0.234615520365705,0.600471332308894,0.119654446119276,1
558fa9dffdf99b7ce2924662,0.737093903505204,0.442110811924715,1,0,0.859367652495943,11.0839907145247,4,0.554600501031944,0.254430960717931,0.559583537385977,0.102342430750608,0.110244440551291,1
5590a34cfdf99b729d4f69dc,0.81720271047441,0.17366371818776,1,0,0.640065768671784,24.4024861811299,4,0.724105470912667,0.567667254751167,0.507023453980859,0.110470870960292,0.293224605364288,1
5596a991fdf99b2d1e834690,0.519955467751889,0.450848717257217,1,0,0.791431031012751,26.2480053935516,4,0.165889779716862,0.615492477322488,0.529801414225189,0.497177538198945,0.520205455625473,1
55bcd160fdf99b1c4e4ae632,0.949610245944286,0.502867703389574,1,0,0.928512369884816,27.1729803341422,4,0.0883037195033426,0.285285050031971,0.278420088068182,0.459287436931977,0.519643174792414,1
55cc7cfb74297e0005235c27,0.882060193241248,0.987145743185496,1,0,1.65937112435512,13.4271462156506,4,0.0453676202521577,0.229572300454999,0.225348755696241,0.332409412857507,0.15810082502927,1
55eb04337480920010aa9e0d,0.932371477433037,0.823972032851772,1,0,0.703300402136266,12.6468102536265,4,0.0925391083208756,0.172737170938379,0.29078117774144,0.279246667606798,0.0893820651857496,1
562c2ff0733ea000111630df,0.956831717917037,0.970308223426349,1,0,1.37171708401709,17.9665671682739,4,0.0602887187106487,0.176873509875261,0.164386334639601,0.452170847826965,0.601505456811249,1
562eb896733ea000051638c6,0.953319666442458,1.64731153626658,1,0,1.02471734252082,3.3263074772608,4,0.342533982860582,0.124607925752353,0.0784585866530456,0.215090088596918,0.101472623266461,1
5658000ca9872d0011e1ba26,0.915798006999791,0.525218938078808,1,0,2.09195520217061,21.6171484210425,4,0.0503885622637885,0.294836285615403,0.181323731628548,0.306166928074181,0.185269018209551,1
