id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta,posterior_omega_d,posterior_omega_a,fixed_lamgda
53b98f20fdf99b472f4700e4,0.852599290504205,1.73376750337495,1,0,0.707414718031185,5.85423936342041,4,0.0964797273320175,0.719141275967776,0.0689321575817231,1
558fa9dffdf99b7ce2924662,0.717889323142939,0.354549450699461,1,0,0.868741060107293,17.8307519984521,4,0.313171918613694,0.171438259090268,0.16696199342379,1
5590a34cfdf99b729d4f69dc,0.825278518340381,0.157961153006304,1,0,0.633828005740245,28.908176066833,4,0.644033531124129,0.146367790098655,0.343795076626159,1
5596a991fdf99b2d1e834690,0.334402207010603,1.12921597143158,1,0,0.567716303267165,3.77163397401868,4,0.431513700444276,0.644142186916744,0.036432994635528,1
55bcd160fdf99b1c4e4ae632,0.921803954715873,0.912423678252518,1,0,1.34857606254689,10.3287160588925,4,0.110441457067893,0.60219724010312,0.448740309607639,1
55cc7cfb74297e0005235c27,0.763427899945594,4.16396759359736,1,0,0.927843203807861,3.70313156710878,4,0.0407630416765588,0.712101195974479,0.0678754829058622,1
55eb04337480920010aa9e0d,0.880329217978203,1.13947378685171,1,0,0.867204062610843,7.24374909274122,4,0.121920634001148,0.298792524173981,0.068534654233734,1
562c2ff0733ea000111630df,0.924138209592169,1.92055903568731,1,0,1.0740440829303,7.20268576747715,4,0.066381626117829,0.628728655036992,0.593157375297048,1
562eb896733ea000051638c6,0.951997022534967,1.43212935043922,1,0,0.88435782051894,6.58585088772422,4,0.142195795775185,0.241250248257015,0.242683829425289,1
5658000ca9872d0011e1ba26,0.883496671498464,0.821169230385731,1,0,1.44032179557577,9.74654951533586,4,0.0571919707242564,0.52698248657013,0.0576697091386117,1
565bff58c121fe0005fc390d,0.805767368879804,1.02872683988503,1,0,1.70478565550689,10.6265136049682,4,0.0778290241050703,0.617240359504962,0.305242570665955,1
56780a5a89319e0011644cb4,0.810825099004965,0.205470237775459,1,0,0.520298235041274,38.8590590263444,4,0.322684565783549,0.105022903097728,0.414475142140313,1
567dd32b4f0ef30006dbb718,0.83580162378277,1.31523223280985,1,0,1.70179084805574,7.13819692681127,4,0.0875654305281964,0.650905107584274,0.104793795615538,1
5685850c333cbd000d4e042f,0.852104085796357,1.81603690309102,1,0,1.242100045011,7.25467086845605,4,0.0507654614338052,0.414317407915902,0.557950297842955,1
568d0641b5a2c2000cb657d0,0.884896544567751,1.00612936328846,1,0,1.50091432123874,9.35912418849698,4,0.0510128376167009,0.438846080682398,0.0880258407412641,1
5694e7b5e0c800000b5a3841,0.817121940292997,2.23797656202209,1,0,1.37580073860417,7.4717238717095,4,0.064524245190286,0.571871413281446,0.183553651158933,1
56b72c28f2fc70000c32fb37,0.938081004117236,0.880568990032995,1,0,0.784361653539557,9.06120904084671,4,0.106547142345509,0.716105323373277,0.0411006843830108,1
56e225c2ec0fdd000641e72d,0.853808869324421,0.524831062080654,1,0,1.2139777912779,5.26235566567497,4,0.514023713158009,0.461668072274225,0.0561252342585795,1
56e8bf5a870a8e000b4a8d6e,0.946890904583824,0.594240284164338,1,0,0.935459803942752,10.9335002981259,4,0.199126911737704,0.541567874060266,0.0384832473976559,1
56ec9fa4f9ffc4000ac1941b,0.863351416756897,2.42780880125935,1,0,1.2201090165238,5.35532313227723,4,0.0560141727268188,0.690062331681793,0.111650156740695,1
56f9364e895094000c8f4967,0.585060993190139,0.203743246748982,1,0,1.03411359472644,45.7078924864286,4,0.23181879542015,0.0728270201290532,0.347302265015136,1
570f018053cc8f000f8d4bbb,0.729367921790076,2.61137235269881,1,0,0.757850335438252,5.41719011150046,4,0.061660985271792,0.384072817369813,0.206563489499333,1
5769a352f48c3b00016737f9,0.919784634537014,1.18336248875474,1,0,1.0321189143864,8.46051872673063,4,0.0870374536358035,0.399793186344483,0.383412578223102,1
576ad50bc8a90000010d99c8,0.852481176222899,0.792872227132655,1,0,1.01590088161976,4.48244409281153,4,0.196144895671017,0.30968035230244,0.0378492336585829,1
577599baca706f000190eb48,0.754877130802468,0.363952402626827,1,0,1.91470399742203,9.47011396426612,4,0.0703249884266769,0.433192523416135,0.0288467981468744,1
57ad04adddc11d00015bb1c3,0.924774445097605,0.9615664313674,1,0,0.995464337870024,9.99935225225161,4,0.0629323277173195,0.673664777770092,0.399477651646924,1
57b771677bcf1a00013f2ba8,0.894663369452616,1.65179278000248,1,0,1.56038319489491,6.96351365139458,4,0.0520944254768432,0.55812333145007,0.221683554891778,1
57d0a0bee3221e00015fe385,0.796450680613037,0.326329133793921,1,0,0.52604290853961,30.2937544645491,4,0.256044835944605,0.255127210456625,0.434918761932346,1
