id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d,posterior_eta_a,posterior_omega_d,posterior_omega_a,fixed_lamgda
53b98f20fdf99b472f4700e4,0.907515715975479,1.92141754968824,1,0,0.670182761928897,6.52290726373364,4,0.0671577703060581,0.210837649883925,0.628774959150364,0.0931799030591377,1
558fa9dffdf99b7ce2924662,0.729327606418334,0.326279883238419,1,0,0.868995274825987,19.2585355068163,4,0.321856810630325,0.447333423676385,0.164892047585501,0.184684692635423,1
5590a34cfdf99b729d4f69dc,0.814541873524751,0.159164627109893,1,0,0.621565279100818,28.5443065509045,4,0.652403121006065,0.487061738480917,0.152443501012989,0.339157317433459,1
5596a991fdf99b2d1e834690,0.316421661515765,1.19859730430241,1,0,0.518134027442166,3.64974008432351,4,0.393562175791212,0.582634992745876,0.626732515104175,0.0388489510578007,1
55bcd160fdf99b1c4e4ae632,0.929418202567648,0.784712670283666,1,0,1.38443541813013,12.4850886704158,4,0.100627498145878,0.217259269098662,0.621811148443909,0.459859438509344,1
55cc7cfb74297e0005235c27,0.77702148173853,2.45277225178561,1,0,1.16432821097305,5.44032654594237,4,0.0366479770152536,0.0983450143509934,0.429138271978783,0.0576665633404369,1
55eb04337480920010aa9e0d,0.918683354122216,1.08380256399818,1,0,0.599610126432776,7.61888443737987,4,0.122563407647739,0.27221597240268,0.331420295003996,0.0547331497079645,1
562c2ff0733ea000111630df,0.943481315289782,1.4648756725574,1,0,1.14129947146843,9.65946879214604,4,0.0619509041415896,0.106490194053893,0.627769997890963,0.584194685825718,1
562eb896733ea000051638c6,0.957113579213116,1.1991929009265,1,0,0.935548536435482,7.20546181298676,4,0.186381808913462,0.109952169191759,0.257779466648126,0.257670661583168,1
5658000ca9872d0011e1ba26,0.880763009855841,0.649835821821392,1,0,1.51712492873609,13.0549796051405,4,0.0432504806756385,0.125072170716075,0.483047055610573,0.0604307676548323,1
565bff58c121fe0005fc390d,0.834778402518614,0.805096991346837,1,0,1.99084149669039,14.2562602202457,4,0.0618558936580674,0.198737406959981,0.546862354709629,0.442802425759235,1
56780a5a89319e0011644cb4,0.809793487248393,0.202072291630023,1,0,0.510698194099038,39.4477807605688,4,0.33557871801945,0.269650187846259,0.106965148748424,0.415388703516516,1
567dd32b4f0ef30006dbb718,0.8680785741804,0.976807769246289,1,0,1.63065705948219,10.5882762841732,4,0.0594306815810404,0.211302433870003,0.520229649320638,0.144294272761825,1
5685850c333cbd000d4e042f,0.871552807536078,1.84684977973031,1,0,0.799956527736376,7.39380125459425,4,0.0525771436665792,0.197765362269843,0.446643803886267,0.38728653990571,1
