id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta,posterior_omega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.566438323463094,4.55707850492195,1,0,1.23629988989049,0.345422340208045,4,0.0772977320111422,0.239611043927286,1
558fa9dffdf99b7ce2924662,0.64958276211328,1.40803918596935,1,0,0.69748933059409,7.69538531206123,4,0.126446490735824,0.212147413908353,1
5590a34cfdf99b729d4f69dc,0.565039433893375,0.514663796084393,1,0,0.689186352962293,14.5494733951595,4,0.339944118295949,0.501546531081093,1
5596a991fdf99b2d1e834690,0.42105162394124,2.32297451770916,1,0,0.701181444540258,0.882934958135616,4,0.387575004667883,0.606438031076633,1
55bcd160fdf99b1c4e4ae632,0.547545866965692,4.54576989437072,1,0,1.40394749928282,1.04207643581687,4,0.0694337819405788,0.588797422821394,1
55cc7cfb74297e0005235c27,0.593394325210433,3.38035467880553,1,0,1.28326449413609,0.398455967994845,4,0.121780285808221,0.41325785684064,1
55eb04337480920010aa9e0d,0.57195593254256,4.24692808039293,1,0,1.66195259568995,1.16222858009862,4,0.0589630224050941,0.126733482084511,1
562c2ff0733ea000111630df,0.53813828718085,6.85031128647305,1,0,1.20965068713079,0.215902995436637,4,0.0548385244772906,0.367528101652842,1
562eb896733ea000051638c6,0.610369631083822,3.9958441322064,1,0,0.771226570051156,1.98869819748291,4,0.080553310835628,0.270070153797947,1
5658000ca9872d0011e1ba26,0.607700352459321,3.14831372542156,1,0,1.10412063260209,0.227452815296664,4,0.128588335617584,0.474907228708539,1
565bff58c121fe0005fc390d,0.54229230855808,4.72954064336914,1,0,0.826267331780159,0.85023956433792,4,0.0954504440202488,0.630740416920014,1
56780a5a89319e0011644cb4,0.316112628830391,0.357706448610109,1,0,0.794254636354615,16.7354124753412,4,0.262350104143936,0.0330517007769544,1
567dd32b4f0ef30006dbb718,0.562578355732484,3.23881878260754,1,0,1.24769569610138,0.298516915766545,4,0.134719769659969,0.29738289452388,1
5685850c333cbd000d4e042f,0.54243112213449,5.17003687709107,1,0,1.16233156515703,0.954515711519024,4,0.0692284070996504,0.48138124239439,1
568d0641b5a2c2000cb657d0,0.575482694976813,3.73816286671535,1,0,1.18913044596199,0.319325720871576,4,0.093518695919421,0.439532126105764,1
5694e7b5e0c800000b5a3841,0.531003205682685,7.08403890871325,1,0,1.50192270813551,0.444703561761146,4,0.0722722740069936,0.206154946557071,1
56b72c28f2fc70000c32fb37,0.629594478338688,3.06651409052888,1,0,1.61348246020085,0.350061492310772,4,0.0861973719067272,0.0613819579251612,1
56e225c2ec0fdd000641e72d,0.662538776032736,0.691933797491456,1,0,1.30128726560526,4.20007661833073,4,0.446330554514568,0.431791677870224,1
56e8bf5a870a8e000b4a8d6e,0.650729427656916,2.02481160516474,1,0,1.33192111062308,1.03210501522167,4,0.176424913996107,0.1651625563324,1
56ec9fa4f9ffc4000ac1941b,0.584353064352382,4.65795528293495,1,0,1.02367022034515,0.182748493534187,4,0.11623488619516,0.479763789146608,1
56f9364e895094000c8f4967,0.24668417151116,1.05021753607997,1,0,2.86823354014407,6.15538598312635,4,0.0820982932710042,0.0900375509480899,1
570f018053cc8f000f8d4bbb,0.538723740320651,6.86813903647255,1,0,0.809837044553643,0.96163924063712,4,0.0513970186912702,0.313748006341752,1
5769a352f48c3b00016737f9,0.528431679377597,5.37447674752769,1,0,0.478005947538929,0.789509748660608,4,0.117312239334107,0.496461990541436,1
576ad50bc8a90000010d99c8,0.610147601823626,1.51985814139725,1,0,1.0845356467348,0.804281668721838,4,0.171178528610514,0.0736512582635399,1
577599baca706f000190eb48,0.854598371781399,0.430311638465058,1,0,0.935171176485563,2.0704152481346,4,0.150660210817073,0.204802214402547,1
57ad04adddc11d00015bb1c3,0.543745334632643,4.55755936070447,1,0,1.34957683838916,0.789812715350291,4,0.0426029475499979,0.666580111529552,1
57b771677bcf1a00013f2ba8,0.593881615394556,3.87322078724341,1,0,0.964862134652129,0.246875312744729,4,0.0892701315050299,0.357111278365928,1
57d0a0bee3221e00015fe385,0.59457680153555,1.78124979578828,1,0,0.67137846485156,10.6297148277029,4,0.0502843005232521,0.141887556111541,1
581649f0b434f0000184d2a9,0.590743192850857,2.47275355091263,1,0,1.29948034401333,0.329879539187511,4,0.13078433956346,0.256123090076386,1
586371807fbbcd00013972ad,0.552097314764386,7.96692582682584,1,0,0.720343597618129,0.0411025746422997,4,0.027577292833228,0.106134136108709,1
587418895c17910001ea4e75,0.529971828294456,4.10828204668427,1,0,0.971965147301322,0.260714248528312,4,0.136828607015965,0.672882392613232,1
58935d5d4d77be0001689f14,0.551960354510667,2.32763661702289,1,0,0.413981568990815,4.65179578594906,4,0.0354297162944918,0.26788735362693,1
58a5d6527cf56d0001f92567,0.546505623276539,4.05079029452088,1,0,1.26674467835762,0.839850226338735,4,0.0533922452822877,0.138326363635923,1
58acbfacea3d11000170e99a,0.581422085230036,2.47936204052017,1,0,0.991288856455164,0.588409943412695,4,0.0982190236853241,0.634362835971034,1
58b0d5e700de9e0001863385,0.527729516540337,6.86256982593855,1,0,1.30608096711085,0.142817146333914,4,0.0461451123877896,0.519358584300339,1
58d2cb10f5899100018a05b8,0.568065659523945,3.21984308140914,1,0,1.88424761008856,4.23696045344427,4,0.112644587874388,0.459356163139961,1
58f90ebc3f4fef000199e2fd,0.549873904432182,5.70753530822948,1,0,1.12949094113174,0.325090698256508,4,0.109430407378328,0.582724938886235,1
598fba148380cc00012a3ce7,0.530805883873547,1.41483621261759,1,0,2.09026713965873,2.39096691981011,4,0.133387779369819,0.574070985611205,1
59948cbdcf1d1700016efa45,0.584902977873151,2.69401509776985,1,0,1.54565920744931,1.10097066472135,4,0.177913344310189,0.52119856136165,1
59ae8d282a78fd00010b80e7,0.538657854714881,3.75927536179039,1,0,1.42287252517856,1.40988725201963,4,0.055803232886093,0.289179719296928,1
59c0782e5364260001dc4740,0.216375078515081,0.681756214733065,1,0,0.907422756084235,8.41620662534504,4,0.440474337978278,0.364901174650582,1
59dc458f77860e000151240e,0.576630373142708,2.6511932331435,1,0,1.58183770370906,0.73635309675234,4,0.0995206553208457,0.444837753007403,1
59f22a9fd6380600018b2929,0.649342738973264,0.71628442090726,1,0,1.4972613073685,12.2888600408162,4,0.312115785658987,0.511605859218048,1
5a348ea750833c0001ee9550,0.520134954448847,4.84631866337215,1,0,1.16451823717376,0.373351884484688,4,0.0646729715030755,0.335278562684744,1
5a443812817d1800018d1179,0.580394472123294,4.20523179733686,1,0,1.03656944130884,0.157679869941802,4,0.0377664869780143,0.237170312583161,1
5a5ec79cacc75b00017aa095,0.528214476135022,6.36738589010595,1,0,0.887360877376931,0.822793627234873,4,0.0517175890216121,0.366945816343721,1
5a6eac90d5d4cb0001d6815a,0.565031897232357,2.88241360857057,1,0,1.37298935466161,0.961736639304,4,0.0706687970855825,0.456970450365124,1
5a95a63e4eecca0001dd4cfa,0.554664357135987,3.11752681035795,1,0,1.95821195672652,2.19348836922658,4,0.0523532209752941,0.509718281173619,1
5a973481f05361000171dd86,0.528298035930383,5.13956538671632,1,0,1.2612437900172,0.336933784992115,4,0.0581617732180395,0.646861562808306,1
5ac53209fa3b4e0001736f22,0.701889507386126,0.831686214765836,1,0,0.672935881099988,10.7199557566517,4,0.245749464930681,0.132327579843866,1
5afa19a4f856320001cf920f,0.549773860986488,4.38255730505367,1,0,4.42077175471661,9.88057217830811,4,0.0219916760663508,0.0245735112299684,1
5b23d0784fb0d40001e95407,0.538134911866946,2.4962373111719,1,0,0.99146853433302,4.19547679855201,4,0.0438128827090319,0.0146261280105,1
5b78542ef642ed0001517ca0,0.631290438337144,3.11196349954032,1,0,1.81706943450721,0.284669795250267,4,0.211708041570973,0.449328427016566,1
5b824fb6cc06660001a302d4,0.609513413794735,1.85298056630975,1,0,1.56886629615872,0.26663607700342,4,0.0780362755385243,0.161545372454801,1
5b87b6932be8a60001f74588,0.51043973092083,0.798179716385428,1,0,0.507298896406626,9.97900985717403,4,0.476340531843675,0.565506676657087,1
5b87e73d53303600015ea51c,0.889480344782486,0.772351879846638,1,0,0.887148676008595,0.219682060813166,4,0.0066473260499559,0.172008285029693,1
