id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d,posterior_eta_a_win,posterior_eta_a_loss,posterior_omega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.597168861615244,2.51516264156318,1,0,1.33698361631328,1.97480238351057,4,0.0860453246493509,0.334506486810806,0.132341869545167,0.425127965064219,1
558fa9dffdf99b7ce2924662,0.667084759994394,1.00165705404133,1,0,0.76269655362674,11.4765822961977,4,0.130639580527184,0.390708759418585,0.335572251261776,0.23029691078268,1
5590a34cfdf99b729d4f69dc,0.564551932592179,0.498857367361049,1,0,0.686307149249821,14.9356684288702,4,0.346869856101678,0.423037829701177,0.498257415518862,0.496939724848776,1
5596a991fdf99b2d1e834690,0.447326915553958,2.24413641390493,1,0,0.749613201663437,1.80610024827252,4,0.311690566776009,0.742381625910688,0.222983500169147,0.575295540791722,1
55bcd160fdf99b1c4e4ae632,0.585466003812452,2.20858864821028,1,0,1.12988101436064,3.86319280612752,4,0.107577862270642,0.474552422881565,0.0802219205146492,0.547494159939103,1
55cc7cfb74297e0005235c27,0.602553353562482,2.80559954936168,1,0,1.17426351436214,1.20792707847955,4,0.108894441872745,0.301403896827532,0.152210667508822,0.406568883959315,1
55eb04337480920010aa9e0d,0.606338027576353,2.71024228061263,1,0,1.48381530639584,2.95915720808067,4,0.0782406825485623,0.19147307201798,0.0841014436251585,0.151334811231024,1
562c2ff0733ea000111630df,0.564517972593579,2.66391760191721,1,0,0.992963962104964,1.65221382991691,4,0.111480611492,0.452653644463589,0.0982368028283722,0.599197106133311,1
562eb896733ea000051638c6,0.666234371204958,1.66832546402337,1,0,0.892616882487675,6.90371041824337,4,0.132663175327872,0.674118797013313,0.0779423918359936,0.393276655172942,1
5658000ca9872d0011e1ba26,0.608554234791602,2.32255092602528,1,0,1.12428941694731,0.437816078165786,4,0.18919176218136,0.340097423702007,0.138037771407578,0.402109324717278,1
565bff58c121fe0005fc390d,0.549058003510287,2.58798296634113,1,0,1.07320686536939,2.87132946205873,4,0.106171304106115,0.494646617925318,0.105546002752918,0.556183421565448,1
56780a5a89319e0011644cb4,0.266775023096536,0.349278583892377,1,0,0.805123577312999,15.6679778404809,4,0.300119674118807,0.258743574536643,0.476068289385295,0.030248183534237,1
567dd32b4f0ef30006dbb718,0.557570177904699,2.53350384195211,1,0,1.14995265693278,1.32136257525855,4,0.146440424021464,0.530255328979766,0.163778701081877,0.360372285741497,1
5685850c333cbd000d4e042f,0.563102080036666,3.01804862852819,1,0,1.21654983087743,2.58207202875254,4,0.0725479613065657,0.326774021644765,0.140768677129446,0.420505493150011,1
