id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d_win,posterior_eta_d_loss,posterior_eta_a_win,posterior_eta_a_loss,posterior_omega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.61616468206792,2.46289718385953,1,0,1.42210663838,0.509751904894776,4,0.23243991268228,0.0730083643494033,0.456877867876371,0.14717379015802,0.399991306489732,1
558fa9dffdf99b7ce2924662,0.682618579350862,0.876391639366372,1,0,0.597607864483338,6.43782519650508,4,0.508878554828872,0.172111301394264,0.572779233651266,0.396995079746984,0.165150733709243,1
5590a34cfdf99b729d4f69dc,0.5544559546953,0.423513140795833,1,0,0.742840816147117,13.6412166437348,4,0.599697281713679,0.397407990989415,0.462488142865552,0.511859849801341,0.501223997210577,1
5596a991fdf99b2d1e834690,0.465873787725416,2.37085797446706,1,0,0.725503029651682,2.45402840691443,4,0.228243299158658,0.293292302560879,0.718895966701751,0.210279629461736,0.567182783000482,1
55bcd160fdf99b1c4e4ae632,0.566201466799793,2.06420092451803,1,0,1.27242626496796,1.72120374100873,4,0.242901163393282,0.108456822040856,0.575936407924043,0.0906214449684491,0.577684847552126,1
55cc7cfb74297e0005235c27,0.596644716366436,2.72066622721782,1,0,1.24807944936372,1.78767005580277,4,0.0971307681897703,0.167853155209485,0.292120962440076,0.151698701198929,0.464499466277695,1
55eb04337480920010aa9e0d,0.651156970243241,1.6189726022578,1,0,1.55357220698875,1.52549029997681,4,0.314296383137488,0.0906347038006373,0.518993131739072,0.103869031326836,0.191269054536043,1
562c2ff0733ea000111630df,0.568591634972325,2.79694718204335,1,0,0.97037033192534,0.684725598176961,4,0.201752755629771,0.0880885905207747,0.514478375334705,0.108627245712168,0.606625758933094,1
562eb896733ea000051638c6,0.625744245940831,2.1357360238387,1,0,0.858532155991977,1.60549590818561,4,0.461644534594972,0.157035931364321,0.746162412409251,0.103127170926705,0.243572290471383,1
5658000ca9872d0011e1ba26,0.608365333521743,2.28781902931458,1,0,1.13745700549522,0.430145665583672,4,0.200995627825888,0.209105016157686,0.351021861640536,0.141053101763502,0.408150503445037,1
565bff58c121fe0005fc390d,0.54620301574182,2.58491277427185,1,0,1.05481390035759,2.98509507451281,4,0.107952133139599,0.133622336663488,0.496669130599467,0.109004349232751,0.56888600705127,1
