id,posterior_p_a,posterior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,posterior_reward_value,fixed_l_loss_value,posterior_eta_d,posterior_eta_a,posterior_omega,fixed_lamgda
53b98f20fdf99b472f4700e4,0.5695181357913,4.50595518198128,1,0,1.35492151692684,0.760664051709872,4,0.0548921320822531,0.114201336521832,0.1595499136912,1
558fa9dffdf99b7ce2924662,0.661621398578159,1.09848022787721,1,0,0.761187127348515,10.2544218626183,4,0.129535250568316,0.305371257687123,0.22144526293586,1
5590a34cfdf99b729d4f69dc,0.564264079823913,0.499335864887427,1,0,0.688486344533657,14.9559858280562,4,0.346006017134785,0.430212138847183,0.499217159965116,1
5596a991fdf99b2d1e834690,0.406168913225997,2.44043793420177,1,0,0.614877217053601,0.898339275671918,4,0.356883476221366,0.55747817107734,0.598949652407095,1
55bcd160fdf99b1c4e4ae632,0.552191363410253,4.10306122411684,1,0,1.3506544830918,1.3344289685725,4,0.0694875395878319,0.108133336547173,0.511492031486854,1
55cc7cfb74297e0005235c27,0.597245759237914,3.58397722765385,1,0,1.22885445825262,0.862402514501818,4,0.0747086014708221,0.149113801087771,0.340651064270398,1
55eb04337480920010aa9e0d,0.566996596629106,4.82782505977137,1,0,1.55456370118415,1.19264416224538,4,0.0498128342065387,0.073027610544598,0.121749801742548,1
562c2ff0733ea000111630df,0.541824205886211,6.19550760991317,1,0,1.20654044197369,0.247148588155552,4,0.0576022089134001,0.0664094449778765,0.345847853030757,1
562eb896733ea000051638c6,0.61597990423046,3.51705350120997,1,0,0.781239949402222,2.1124696351603,4,0.0951388628945763,0.0826266631712535,0.2763325643005,1
5658000ca9872d0011e1ba26,0.606831731433771,3.04815717545664,1,0,1.10213681385885,0.280497714460387,4,0.116880955984642,0.156188429866755,0.475638139263643,1
565bff58c121fe0005fc390d,0.539896916046662,4.85535506298532,1,0,0.932392527947076,1.06135440471081,4,0.0685808618593552,0.125631037575241,0.558930799281773,1
56780a5a89319e0011644cb4,0.298277862745285,0.352469766016087,1,0,0.795308036472449,16.3545468086164,4,0.286123121578479,0.236045027084417,0.0312041273639323,1
567dd32b4f0ef30006dbb718,0.558940260312758,3.63426847993017,1,0,1.20899696907086,0.585684614268876,4,0.0825501557673408,0.163833356673097,0.211531215661419,1
5685850c333cbd000d4e042f,0.543697545298825,5.61625391028443,1,0,1.10438991802481,1.18163605954008,4,0.0494472833021007,0.125848481622429,0.398572147479384,1
568d0641b5a2c2000cb657d0,0.574362351339441,3.48434159395067,1,0,1.21664260452849,0.417266755586743,4,0.0874795328556946,0.131818029791547,0.382477401204366,1
5694e7b5e0c800000b5a3841,0.536150084741488,6.63582855425081,1,0,1.35588032804486,0.644536652006803,4,0.0653218998253889,0.103007754975548,0.211481448100057,1
56b72c28f2fc70000c32fb37,0.646087965523483,2.82858992962956,1,0,1.56872278711341,0.383224391982508,4,0.0911703506317816,0.103526660164602,0.0599146548585194,1
56e225c2ec0fdd000641e72d,0.667215196974274,0.661926344951234,1,0,1.31095476397674,4.48798366483108,4,0.443454343083211,0.493988215594868,0.41299307732963,1
56e8bf5a870a8e000b4a8d6e,0.642637213336532,2.0298438852918,1,0,1.34668196801083,0.763390628944039,4,0.216204988964827,0.143269730688154,0.162526635782288,1
56ec9fa4f9ffc4000ac1941b,0.583780837259373,4.70080551879351,1,0,1.01664207423393,0.260892831540262,4,0.0706833963335166,0.140227098552507,0.32721389569846,1
56f9364e895094000c8f4967,0.248205648023306,1.05901438897712,1,0,2.88305911261353,6.12622762801411,4,0.0811491889860751,0.5,0.0920897413493069,1
570f018053cc8f000f8d4bbb,0.539272978556489,6.23284785660866,1,0,0.959841752564721,1.39051198181351,4,0.0364764705936874,0.104802771452697,0.263940805660923,1
5769a352f48c3b00016737f9,0.561030754600696,4.45012378319692,1,0,0.880527219026932,2.61143030908657,4,0.0610352430804249,0.32408383043881,0.521744548477565,1
576ad50bc8a90000010d99c8,0.61968858579914,1.52470840093615,1,0,1.12404037275511,1.31781912632827,4,0.113567534765406,0.228931496898097,0.0756090727087283,1
577599baca706f000190eb48,0.882761493814516,0.371826882445058,1,0,1.04674100144893,1.62574058509288,4,0.277160041594226,0.234690655535889,0.204513458264509,1
57ad04adddc11d00015bb1c3,0.548263785787453,3.71767865739148,1,0,1.2869937428803,1.48687422318435,4,0.0255761752419273,0.15082038684056,0.50410038545887,1
57b771677bcf1a00013f2ba8,0.598520390067593,3.74398294506104,1,0,0.971599861900986,0.293955048829566,4,0.0724460474702814,0.114911177720757,0.228657370581348,1
57d0a0bee3221e00015fe385,0.560270610821611,1.53557602775189,1,0,0.711292253583331,10.7309433566823,4,0.0583023227452221,0.304545875278578,0.132806777710801,1
581649f0b434f0000184d2a9,0.587009709401791,2.27949969943676,1,0,1.4818236745617,0.450539895260157,4,0.106860655176724,0.167848531534343,0.178048674934049,1
586371807fbbcd00013972ad,0.58601371290438,6.27262381143254,1,0,0.666688594864554,0.0615093485337684,4,0.0124656292738569,0.061736264769832,0.0299221296541954,1
